,title,author,author code,year,figures,description,genre,magazine
7547,Básníci ve stínu šibenice :,,,1975,"Rotrekl, Zdeněk;Palivec, Josef;Křelina, František;Pekař, Josef;Fučík, Bedřich;Zahradníček, Jan;Šalda;Voříšek, Rudolf;Florian, Josef;Pfaff, Ivan;Beneš, Jan;Pecka, Dominik;Braito, Silvestr Maria;Prokůpek, Václav;Bochořák, Klement;Pazourek, Vladimír;Mareš, Michal;Langer, František;Kalista, Zdeněk;Kalandra, Záviš;Palacký, František;Beneš;Dokulil, Jan;Kalandra, Záviš;Sís, Vladimír;Rotrekl, Zdeněk;Knap, Josef;Kostohryz, Josef;Pecka, Dominik;Prokůpek, Václav;Renč, Václav;Beran, Josef;Suchý, Josef;Bár, Zdeněk;Jirásek, Miroslav;Opasek, Anastáz;Janýr, Přemysl;Pecka, Karel;Svobodová, Nina;Mandl, Antonín;Vacková, Růžena;Vladislav, Jan;Beneš;Jehlička, Ladislav;Lederer, Jiří",česká literatura,antologie;předmluvy;stati;medailony;poznámky,
7548,Slzy a smích /,"Baťa, Jan Antonín",jk01011098,1953,,osobnosti,česká poezie,
7549,Satiry a aforismy /,"Baťa, Jan Antonín",jk01011098,1953,"Baťa, Jan Antonín",osobnosti,česká poezie;aforismy;poznámky,
7550,Úvahy a projevy /,"Baťa, Tomáš",jk01011102,1986,,osobnosti,projevy;úvahy,
7551,Eseje z ostrova /,"Battěk, Rudolf",jn19981228042,1982,,literatura,eseje,
7552,Má láska je jazz /,"Běhounek, Kamil",jn20000400335,1986,,osobnosti,vzpomínky,
7553,Krize eschatologie neosobnosti :,"Bělohradský, Václav",jn19981000419,1982,,literatura,studie,
7554,Benefice /,,,1990,"Salivarová, Zdena;Auský;Binar, Ivan;Blatný, Ivan;Bondy, Egon;Brousek, Antonín;Diviš, Ivan;Drábek, Jan;Filip, Ota;Havel, Václav;Hejl, Vilém;Hrabal, Bohumil;Hvížďala, Karel;Klíma, Ivan;Kliment, Alexandr;Kohák, Erazim;Kolář, Jiří;Kosková, Helena;Kotrlá, Iva;Kovályová, Heda;Kovtun, Jiří;Král, Petr;Kratochvil, Antonín;Kryl, Karel;Křesadlo, Jan;Kubešová, Blanka;Landovský, Pavel;Liehm, Antonín;Límanová, Eva;Lustig, Arnošt;Měšťan, Antonín;Moc, Stanislav;Ochová, Sheila;Pecka, Karel;Princová, Nathalie;Procházková, Lenka;Rambousek, Ota;Richterová, Sylvie;Rollerová, Věra;Rotrekl, Zdeněk;Rybáková, Minka;Skilling;Šikl, Václav;Škvorecký, Josef;Taussig, Pavel;Traxler, Jiří;Trefulka, Jan;Uhde, Milan;Ulč, Ota;Urbánek, Zdeněk;Vaculík, Ludvík;Vejvoda, Jaroslav;Vladislav, Jan",literatura pro děti a mládež;česká literatura,antologie,
7555,Amerika šla s námi /,"Beneš, Bohuš",jk01011572,1977,,osobnosti,vzpomínky,
7556,Mnichovské dny /,"Beneš, Edvard",jk01011576,1958,,osobnosti,paměti,
7557,Paměti :,"Beneš, Edvard",jk01011576,1979,,osobnosti,paměti,
7558,Paměti :,"Beneš, Edvard",jk01011576,1979,,osobnosti,paměti,
7559,...žádné kvítí /,"Beneš, Jan",jk01011587,1986,,osobnosti,české prózy;české povídky,
7560,Až se se mnou vyspíš... budeš plakat /,"Beneš, Jan",jk01011587,1973,,osobnosti,české povídky;medailony,
7561,Banánové sny /,"Beneš, Jan",jk01011587,1984,,osobnosti,české povídky;česká poezie,
7562,Druhý dech /,"Beneš, Jan",jk01011587,1974,,osobnosti,české romány;medailony;poznámky,
7563,Na místě :,"Beneš, Jan",jk01011587,1972,,osobnosti,české povídky,
7564,Trojúhelník s Madonou /,"Beneš, Jan",jk01011587,1980,,osobnosti,české romány,
7565,Zelenou nahoru :,"Beneš, Jan",jk01011587,1977,,osobnosti,české prózy,
7566,Zweiter Atem /,"Beneš, Jan",jk01011587,1975,,osobnosti,české novely,
7567,Poslání československých krajanů v Americe :,"Beneš, Vojta",jk01011645,1950,,literatura,studie,
7568,Povídky karlštejnského havrana /,"Beneš Třebízský, Václav",jk01011653,1972,,osobnosti,české povídky,
7569,Blahoslavená Anežka Česká /,"Beran, Josef",jk01011718,1974,,literatura,monografie,
7570,Deník venkovského faráře /,"Bernanos, Georges",jn20000600827,1988,,francouzská literatura,francouzské romány,
7571,Kde básníkům se poroučí :,"Bernard, Vilém",jk01011881,1957,"Halas, František;Biebl, Konstantin;Školaudy, Vlastimil;Fleischmann, Ivo;Hrubín, František;Sedláček;Glazarová, Jarmila;Nezval, Vítězslav;Seifert, Jaroslav;Šotola, Jiří;Šiktanc, Karel",realismus socialistický;literární druhy;česká literatura;ruská literatura,studie,
7572,"První zpráva o ""Jindrovi"" :","Berton, Stanislav",ola200208797,1987,,osobnosti,studie,
7573,Depeše na přání Jindry :,"Berton, Stanislav",ola200208797,1987,"Berton, Stanislav",osobnosti,studie,
7574,"Kdo, co je pan Gabriel? /","Binar, Ivan",jk01012120,1978,,osobnosti,české prózy,
7575,Kytovna umění /,"Binar, Ivan",jk01012120,1988,,osobnosti,české prózy,
7576,Rozprava v krabici /,"Binar, Ivan",jk01012120,1985,,osobnosti,české prózy;medailony,
7577,"Biographical Directory of the Members of the Czechoslovak Society of Arts and Sciences, Inc.. /",,,1988,,literární druhy,adresáře,
7578,Špionážní oprátky /,"Bittman, Ladislav",jn19990009800,1981,,osobnosti,literatura faktu,
7579,Výběr z redakčních košů /,Blaha,,1959,,osobnosti,české prózy,
7580,Pomocná škola Bixley /,"Blatný, Ivan",jk01012262,1987,,osobnosti,česká poezie;české prózy;výbory,
7581,Stará bydliště /,"Blatný, Ivan",jk01012262,1979,,osobnosti,česká poezie;výbory,
7582,Mariáš v Reykjaviku :,"Blažek, Vratislav",jk01012333,1975,,osobnosti,korespondence;předmluvy,
7583,Cesta k filozofickému myšlení /,"Bocheński, Józef Maria",jn19990000900,1985,,literatura,studie,
7584,Křížová cesta /,"Bochořák, Klement",jk01012559,1976,,osobnosti,česká poezie;poezie v próze,
7585,Legendy. Staronové básně /,"Bochořák, Klement",jk01012559,1982,,osobnosti,české prózy;česká poezie,
7586,Hledání smyslu a jiné úvahy z let 1978 až 1984 /,Bohemicus,uk2012716891,1985,"Štern, Jan",literatura,výbory,
7587,Kapka krve /,"Bohumil, Josef",ola2009531448,1988,"Petr, Václav Klement;Koláček, Josef",osobnosti,české romány,
7588,Boj Čechů a Slováků za osvobození ve světové válce 1914 - 1918 :,,,1953,"Masaryk, Tomáš Garrigue;Beneš, Edvard;Vydra;Lisický, Karel",literatura,sborníky,
7589,Invalidní sourozenci /,"Bondy, Egon",jk01012610,1981,,osobnosti,české prózy,
7590,Nesmrtelná dívka /,"Bondy, Egon",jk01012610,1989,,osobnosti,česká poezie;medailony,
7591,Pražský život /,"Bondy, Egon",jk01012610,1985,,osobnosti,česká poezie;medailony,
7592,Sklepní práce /,"Bondy, Egon",jk01012610,1988,,osobnosti,české prózy,
7593,Don Bosko /,"Bosco, Teresio",mzk2004252161,1989,,italská literatura,italské prózy;poznámky;soupisy,
7594,Daleko od stromu /,"Brabcová, Zuzana",jn19990209070,1987,,osobnosti,české romány,
7595,Velká elegie /,"Brodskij, Iosif Aleksandrovič",jn19990001110,1968,,ruská literatura,ruská poezie,
7596,ČSSR vs. SSSR :,"Brodský, Jaroslav",jk01013145,1975,,osobnosti,česká dramata,
7597,Řešení Gama /,"Brodský, Jaroslav",jk01013145,1970,,osobnosti,literatura faktu,
7598,Řešení gama /,"Brodský, Jaroslav",jk01013145,1970,Hanková,osobnosti,vzpomínky;předmluvy,
7599,Řešení gama /,"Brodský, Jaroslav",jk01013145,1970,,osobnosti,vzpomínky,
7600,K obnově mravního pořádku :,"Brom, Libor",kup19980000011271,1980,,literatura,přednášky,
7601,Ve vichřicích hněvu :,"Brom, Libor",kup19980000011271,1976,,literatura,eseje,
7602,Československá tragedie :,Brouček,mzk2010573546,1956,,literatura,studie,
7603,Československá tragédie /,Brouček,mzk2010573546,1983,,literatura,studie,
7604,Dvacet let svobody /,"Brouk, Bohuslav",jk01013179,1965,,literatura,texty,
7605,O svobodě a demokracii :,"Brouk, Bohuslav",jk01013179,1961,,literatura,úvahy,
7606,Kontraband :,"Brousek, Antonín",jk01013187,1975,,osobnosti,česká poezie,
7607,Na brigádě /,"Brousek, Antonín",jk01013187,1979,"Dostál, Vladimír;Hons, Václav;Hanzlík, Josef;Černík, Michal;Sýs, Karel;Skarlant, Petr;Skála, Ivan;Šajner, Donát;Boušek, Karel;Rumler, Josef;Florian, Miroslav;Závada, Vilém;Páral, Vladimír;Fuks, Ladislav;Kot, Jozef;Dušková, Danielle;Hájek, Jiří;Houba, Karel;Hájek;Pludek, Alexej;Havel, Václav;Čapek, Karel;Poe, Edgar Allan",česká literatura;slovenská literatura,stati,
7608,Vteřinové smrti /,"Brousek, Antonín",jk01013187,1987,,osobnosti,česká poezie,
7609,Zimní spánek /,"Brousek, Antonín",jk01013187,1980,,osobnosti,česká poezie,
7610,Levou nohou /,"Brown, Christy",jn20000700242,1974,,irská literatura,autobiografie,
7611,Druhá kopa trní /,"Berton, Stanislav",ola200208797,1951,,osobnosti,česká poezie;satirická poezie,
7612,Hornická balada /,"Berton, Stanislav",ola200208797,1951,,osobnosti,česká poezie;satirická poezie,
7613,"Padni, komu padni :","Berton, Stanislav",ola200208797,1952,,osobnosti,česká poezie;satirická poezie,
7614,První kopa trní /,"Berton, Stanislav",ola200208797,1950,,osobnosti,česká poezie;satirická poezie,
7615,Smích za železnou oponou /,"Berton, Stanislav",ola200208797,1952,,osobnosti,anekdoty;předmluvy,
7616,Nová filipika proti mizomůzům /,"Břeský, Dušan",jk01020012,1974,,literatura,studie,
7617,Kafkova přítelkyně Milena /,"Buber-Neumann, Margarete",jn19990001182,1982,"Jesenská, Milena;Kodíček, Josef;Kafka, Franz;Jílovská, Staša;Jesenská, Růžena",maďarská literatura;osobnosti,monografie,
7618,Budu se na vás dívat /,,,1950,"Masaryk, Tomáš Garrigue",literatura,antologie;citáty,
7619,TGM - vzpomínáme /,Burian,,1950,"Masaryk, Tomáš Garrigue",osobnosti,vzpomínky,
7620,Deset let po komunistickém převratu v ČSR /,"Bušek, Vratislav",jk01020459,1958,,literatura,studie,
7621,Poučení z únorového převratu /,"Bušek, Vratislav",jk01020459,1954,,literatura,studie,
7622,Co se děje na východě /,"Cekota, Antonín",jk01020596,1960,,literatura,studie,
7623,Geniální podnikatel Tomáš Baťa /,"Cekota, Antonín",jk01020596,1981,"Baťa, Tomáš",osobnosti,vzpomínky,
7624,Pozdravy léta /,"Cekota, Antonín",jk01020596,1983,,osobnosti,česká poezie,
7625,Vyzvědačka B 7 :,"Cenek, Edvard",jk01020602,1982,,osobnosti,literatura faktu,
7626,Histoire de Jiří Kolář /,"Chalupecký, Jindřich",jk01050063,1986,,osobnosti,studie,
7627,Le chemin de Jiří Kolář /,"Chalupecký, Jindřich",jk01050063,1987,"Kolář, Jiří",osobnosti,studie,
7628,Na hranicích umění :,"Chalupecký, Jindřich",jk01050063,1987,"Boudník, Vladimír;Knížák, Milan;Kolář, Jiří;Novák, Ladislav",literatura,studie,
7629,Válka bohů a démonů /,Chesterton,jn19990003827,1957,"Vodička, Timotheus;Marek",anglická literatura,eseje,
7630,Jindy a nyní :,"Chudoba, Bohdan",jk01050377,1975,,literatura,monografie,
7631,"O děvčátku, které se upohádkovalo :","Chudoba, Bohdan",jk01050377,1977,,osobnosti,české pohádky,
7632,Smrt velkého boha Pana :,"Chudoba, Bohdan",jk01050377,1979,,osobnosti,české prózy,
7633,Svaté obrázky české :,"Claudel, Paul",jn19990001406,1958,,francouzská literatura,francouzská poezie,
7634,Náboženství a společnost /,"Clercq, Bertrand J.de",,1971,,náboženství;literatura,studie,
7635,Comenius :,,,1972,"Komenský, Jan Amos;Bušek, Vratislav;Odložilík, Otakar;Bradbrook, B. R.;Čapek, Milíč;Hujer, Karel;Krempl;Pollak;Spinka, Matthew;Šebor, Miloš;Stárková, Věra;Stránský;Sviták, Ivan;Urzidil, Johannes;Velinský;Vrána, Karel",osobnosti,sborníky,
7636,"Czechoslovak Society of Arts and Sciences, Inc. 1958-1988 /",,,1988,,literární druhy,informační publikace,
7637,Doteky /,"Čačalová, Libuše",xx0039833,1979,,osobnosti,česká poezie,
7638,Popravy a vzkříšení /,"Čačalová, Libuše",xx0039833,1986,"Mikulášek, Oldřich",osobnosti,česká poezie;medailony;korespondence,
7639,Anglické listy :,"Čapek, Karel",jk01021023,1951,,osobnosti,cestopisy,
7640,Hovory s T.G. Masarykem :,"Čapek, Karel",jk01021023,1951,"Masaryk, Tomáš Garrigue",osobnosti,rozhovory,
7641,Povídky z druhé kapsy /,"Čapek, Karel",jk01021023,1971,,osobnosti,české povídky,
7642,Povídky z jedné kapsy /,"Čapek, Karel",jk01021023,1971,,osobnosti,české povídky,
7643,Proč nejsem komunistou? /,"Čapek, Karel",jk01021023,1957,,osobnosti,eseje,
7644,Proč nejsem komunistou? /,"Čapek, Karel",jk01021023,1978,,osobnosti,eseje,
7645,Proč nejsem komunistou? /,"Čapek, Karel",jk01021023,1981,,osobnosti,eseje,
7646,Neuskutečněný dialog /,"Čapek, Karel",jk01021023,1978,,maďarská literatura;osobnosti,české prózy;úvody;biografické poznámky,
7647,Ve stínu velikého Mistra :,Čápová-Richterová,,1970,"Kubelík, Jan",osobnosti,vzpomínky,
7648,Čára na zdi :,,,1977,"Kohout, Pavel;Kyncl, Karel;Kliment, Alexandr;Trefulka, Jan;Machonin, Sergej;Špitzer, Juraj;Heroldová-Šťovíčková, Věra;Kadlečík, Ivan;Klíma, Ivan;Uhde, Milan;Hrúz, Pavel;Rektorisová;Šimečka, Milan;Havel, Václav;Kabeš, Petr;Čivrný, Lumír;Dobrovský, Luboš;Gruša, Jiří;Klímová, Helena;Pithart, Petr;Landovský, Pavel;Binar, Ivan;Kryštofek, Oldřich;Pavlíček, František",česká literatura,antologie,
7649,Čas stavění :,,,1956,"Borová;Čermák, Josef;Kavka, Jiří;Kovtun, Jiří;Bartušek, Antonín;Martínek, Josef;Němeček, Zdeněk;Pavel, Václav;Popera, Emanuel Jindřich;Rutar, Zdeněk;Stárková, Věra;Strnad, Jaroslav;Toman, Oldřich;Vlach, Robert;Zelený, Vladimír",česká literatura,antologie,
7650,Pozdvihování slov /,"Čech, Jan",jo2009546527,1981,"Hořec, Jaromír",osobnosti,česká poezie;doslovy,
7651,Soudný den :,"Čech, Jan",jo2009546527,1988,"Hořec, Jaromír",pseudonym;osobnosti,česká poezie;poznámky,
7652,Cikáni /,"Čep, Jan",jk01021241,1953,,osobnosti,české povídky,
7653,Etudy pro paní J /,"Čep, Jan",jk01021241,1986,,osobnosti,české prózy;úvahy,
7654,Květnové dni :,"Čep, Jan",jk01021241,1954,,osobnosti,české prózy;české novely,
7655,Malé řeči sváteční /,"Čep, Jan",jk01021241,1959,,literatura,eseje,
7656,O lidský svět :,"Čep, Jan",jk01021241,1953,,literatura,eseje,
7657,Poutník na zemi /,"Čep, Jan",jk01021241,1965,,literatura,české prózy;výbory,
7658,Poutník na zemi /,"Čep, Jan",jk01021241,1975,,literatura,autobiografie;eseje,
7659,Samomluvy a rozhovory /,"Čep, Jan",jk01021241,1959,,literatura,eseje,
7660,Sestra Úzkost :,"Čep, Jan",jk01021241,1975,"Šalda;Florian;Skoumal, Aloys;Závada, Vilém",česká literatura;osobnosti,paměti,
7661,Zápisky Jiljího Klena /,"Čep, Jan",jk01021241,1963,,osobnosti,české prózy,
7662,Zeměžluč /,"Čep, Jan",jk01021241,1978,,osobnosti,české prózy;výbory,
7663,Extra dry silence /,"Čerepková, Vladimíra",jk01021272,1988,,osobnosti,česká poezie,
7664,Ztráta řeči :,"Čerepková, Vladimíra",jk01021272,1973,,osobnosti,česká poezie,
7665,Pokorné návraty /,"Čermák, Josef",jk01021331,1955,,osobnosti,česká poezie,
7666,Spoutaný blesk :,Černý,kpwa5016,1973,"Diviš, Prokop",osobnosti,české romány;kroniky,
7667,Jaroslav Seifert :,"Černý, Václav",jk01021636,1984,"Seifert, Jaroslav",osobnosti,projevy;medailony,
7668,Knížka o Babičce a její autorce /,"Černý, Václav",jk01021636,1982,"Němcová, Božena",osobnosti,monografie,
7669,O povaze naší kultury /,"Černý, Václav",jk01021636,1981,,literatura,eseje,
7670,Paměti /,"Černý, Václav",jk01021636,1982,"Voskovec, Jiří;Masaryk, Tomáš Garrigue;Šalda;Čapek, Karel;Hostovský, Egon",avantgarda;česká literatura;literatura,paměti,
7671,Paměti :,"Černý, Václav",jk01021636,1983,,česká literatura;literatura,paměti,
7672,Pláč Koruny české /,"Černý, Václav",jk01021636,1977,"Fučík, Julius",česká literatura;literatura,paměti,
7673,Pláč koruny české /,"Černý, Václav",jk01021636,1985,,literatura,paměti,
7674,Čertův kámen :,,,1983,,starší česká literatura,pověsti,
7675,Dvacet tři patnáct /,"Červenka, Miroslav",jk01021682,1986,,osobnosti,česká poezie,
7676,První čtyři sbírky Jiřího Koláře /,"Červenka, Miroslav",jk01021682,1989,"Kolář, Jiří",osobnosti,studie,
7677,Česká a slovenská literatura mimo Československo :,,,1982,,exilová literatura,katalogy,
7678,Česká a slovenská literatura mimo Československo. 1987 :,,,1987,,exilová literatura,katalogy,
7679,Česká kultura a Edvard Grieg :,,,1975,"Grieg, Edvard",literatura;mongolská literatura,monografie,
7680,"Česká přísloví, :",,,1983,"Čelakovský, František Ladislav;Taussigová",starší česká literatura,antologie,
7681,České pohádky /,,,1975,,starší česká literatura,antologie,
7682,České rozhovory ve světě /,,,1981,"Aškenazy, Ludvík;Beneš, Jan;Binar, Ivan;Brousek, Antonín;Čerepková, Vladimíra;Diviš, Ivan;Filip, Ota;Fischl, Viktor;Grosman, Ladislav;Hejl, Vilém;Hrabal, Bohumil;Hutka, Jaroslav;Jedlička, Josef;Kryl, Karel;Kundera, Milan;Laub, Gabriel;Lederer, Jiří;Listopad, František;Lustig, Arnošt;Michal, Karel;Preisner, Rio;Škutina, Vladimír;Škvorecký, Josef;Vejvoda, Jaroslav",exil;česká literatura,rozhovory;sborníky,
7683,České Velkopřevorství vojenského a špitálního Řádu sv. Lazara Jeruzalemského /,,,1980,,literatura,texty,
7684,Československo 1968 - Polsko 1981 a krize sovětských systémů :,,,1983,"Mlynář, Zdeněk;Liehm;Reiman, Michal;Šik, Ota;Selucký, Radoslav;Pelikán, Jiří;Hejzlar, Zdeněk;Goldstücker, Eduard",literatura,sborníky,
7685,Československo :,,,1962,,literatura,příručky,
7686,"Československo-polské styky včera, dnes a zítra :",,,1986,"Lederer, Jiří;Měšťan, Antonín;Hejl, Vilém;Pelikán, Jiří;Tigrid, Pavel;Kubes, Milan;Šustrová",německá literatura,výbory;sborníky,
7687,Češi ve střední Evropě /,,,1988,"Voříšek, Rudolf",literatura,sborníky,
7688,Čína našima očima /,,,1982,"Hejzlar, Zdeněk;Janouch, František;Kosta, Jiří Jindřich;Kovanda, Karel;Liehm;Mlynář, Zdeněk;Müller, Adolf;Pelikán, Jiří;Reiman, Michal",čínská literatura;literatura,sborníky,
7689,Umění milovat /,Čing Hsiung,,1960,,čínská literatura,česká poezie,
7690,Čítanka /,,,1965,,dějiny české literatury,antologie,
7691,Jít jen tak :,"Čivrný, Lumír",jk01021853,1987,,osobnosti,české prózy,
7692,Na dech /,"Čivrný, Lumír",jk01021853,1984,,osobnosti,česká poezie;medailony,
7693,Humor na ně /,"Čížek, Alois",xx0076014,1973,,osobnosti,anekdoty;sbírky,
7694,Čtení k 7. březnu /,,,1950,"Masaryk, Tomáš Garrigue",osobnosti,sborníky,
7695,Čtení ze Starého zákona /,,,1981,,anglicky psaná literatura,texty,
7696,Dalimilova kronika /,Dalimil,jk01021992,1982,"Ješín z Bezdězce, Pavel",starší česká literatura,kroniky;studie,
7697,Chrám jako znamení Boží přítomnosti /,"Daniélou, Jean",ola2002159090,1986,,literatura,eseje,
7698,Zrod satanova atomu :,"Krušina, Karel Jindřich",jk01063588,1971,"Krušina, Karel Jindřich",osobnosti,české prózy,
7699,Jan /,"Davenport, Marcia",jn20000700367,1980,"Masaryk, Jan",bulharská literatura,paměti,
7700,Krize západní vzdělanosti /,"Dawson, Christopher",jn19990001660,1970,Mulloy;Gleason,literatura,studie,
7701,Oběžník /,"Dědeček, Jiří",jn19990209139,1989,,osobnosti,české prózy;česká poezie,
7702,Oko v síti :,"Dědinová, Sidonie",jn20020312001,1984,,,česká poezie,
7703,"Zpěv o Praze, o zvonech /","Dědinová, Sidonie",jn20020312001,1981,,,česká poezie,
7704,Moji přátelé /,"Deml, Jakub",jk01022199,1987,,,česká poezie;poezie v próze,
7705,Zapomenuté světlo :,"Deml, Jakub",jk01022199,1985,,osobnosti,české prózy,
7706,Demokracii pro všechny :,,,1988,,literatura,dokumenty,
7707,Době proti srsti :,"Den, Petr",jk01022204,1958,"Dostojevskij, Fedor Michajlovič;Kafka, Franz",socialistický realismus (umění);česká literatura,eseje;výbory,
7708,Dva essaye z Počitadla /,"Den, Petr",jk01022204,1955,,literatura,eseje,
7709,Evropan na Manhattanu /,"Den, Petr",jk01022204,1958,,osobnosti,črty;sborníky,
7710,Mexické divertimento /,"Den, Petr",jk01022204,1954,,osobnosti,cestopisy;črty,
7711,Mexikanisches Divertimento /,"Den, Petr",jk01022204,1956,,osobnosti,cestopisy;črty,
7712,Na táčkách s domovem /,"Den, Petr",jk01022204,1963,,osobnosti,fejetony,
7713,Naší mládeži :,"Den, Petr",jk01022204,1973,,literatura,eseje;výbory,
7714,O kocourovi bez bot /,"Den, Petr",jk01022204,1970,,osobnosti,české prózy,
7715,Počitadlo :,"Den, Petr",jk01022204,1961,,literatura,eseje,
7716,Radost ve Veselí /,"Den, Petr",jk01022204,1960,,osobnosti,paměti,
7717,Světélko jen malé :,"Den, Petr",jk01022204,1963,,osobnosti,české prózy;vzpomínky,
7718,Beránek na sněhu /,"Diviš, Ivan",jk01022321,1980,,osobnosti,česká poezie,
7719,Beránek na sněhu /,"Diviš, Ivan",jk01022321,1981,,,česká poezie,
