,title,author,author code,year,figures,description,genre,magazine
5680,Literatura a společnost /,"Wellek, René",jk01151561,1956,"Warren, Austin",literární teorie,eseje,Svědectví (New York-Paříž)
5681,Noli inspicere dentes equi donati /,"Demetz, Peter",jk01022197,1956,"Kolaja;Javor, Pavel",existencialismus;literární teorie,polemiky,Svědectví (New York-Paříž)
5682,Karel Čapek: poslední období 1935-1938 /,Harkins,jo2003193223,1957,"Čapek, Karel",osobnosti,studie,Svědectví (New York-Paříž)
5683,Poezie Františka Hrubína /,"Tigrid, Pavel",jk01132374,1957,"Hrubín, František",osobnosti,recenze,Svědectví (New York-Paříž)
5684,Sborník k šedesátinám Romana Jakobsona /,Kučera,,1957,"Jakobson, Roman",osobnosti,medailony;recenze,Svědectví (New York-Paříž)
5685,Milý redaktore! /,"Kolár, Jan M.",jo2002101666,1957,"Kolár, Jan M.;Tigrid, Pavel",exilový tisk;redaktoři,korespondence,Svědectví (New York-Paříž)
5686,Zemřel Zdeněk Němeček.,,,1957,"Němeček, Zdeněk",osobnosti,nekrology,Svědectví (New York-Paříž)
5687,Francouzská kronika /,"Čep, Jan",jk01021241,1957,"Camus, Albert;Sartre, Jean-Paul;Sagan, Françoise",finská literatura,články,Svědectví (New York-Paříž)
5688,Neznámý román Proustův /,"Kučera, Jan Pavel",jn99240000579,1956,"Proust, Marcel",finská literatura,analýzy,Svědectví (New York-Paříž)
5689,Jean-Paul Sartre a komunisté /,Heist,,1957,"Sartre, Jean-Paul",finská literatura,články,Svědectví (New York-Paříž)
5690,Tři romány Wolfganga Koeppena /,"Demetz, Peter",jk01022197,1956,"Koeppen, Wolfgang",maďarská literatura,recenze,Svědectví (New York-Paříž)
5691,Knihy a politika /,J. J,,1957,,polská literatura;polští spisovatelé;exilový tisk;exiloví spisovatelé,zprávy,Svědectví (New York-Paříž)
5692,Ctnosti inženýra Lopatkina :,"Korda, Ivan",,1957,"Dudincev, Vladimir Dmitrijevič;Němeček, Zdeněk",pseudonym;ruská literatura,recenze,Svědectví (New York-Paříž)
5693,Diplomatická předehra Bílé hory /,"Odložilík, Otakar",jk01090958,1959,"Polišenský, Josef",literatura,polemiky,Svědectví (New York-Paříž)
5694,Sjezd překladatelů /,"Tigrid, Pavel",jk01132374,1958,"Kuncewiczowa, Maria",literární druhy;německá literatura,referáty,Svědectví (New York-Paříž)
5695,Vánoční /,"Tigrid, Pavel",jk01132374,1958,,česká literatura,glosy,Svědectví (New York-Paříž)
5696,Od Bareše k Rybákovi /,"Tigrid, Pavel",jk01132374,1959,,literární druhy;česká literatura,komentáře,Svědectví (New York-Paříž)
5697,...v lese si píská.,,,1959,,česká literatura;periodika,glosy,Svědectví (New York-Paříž)
5698,V rozpracovaném románu... /,"Hostovský, Egon",jk01042403,1958,"Hostovský, Egon",osobnosti,poznámky,Svědectví (New York-Paříž)
5699,Milý pane redaktore... /,"Den, Petr",jk01022204,1958,"Kárnet, Jiří;Tumlíř, Jan Vladimír",literatura;osobnosti,polemiky,Svědectví (New York-Paříž)
5700,Z různých nepříjemných úkolů... /,"Kárnet, Jiří",jk01053072,1959,"Kárnet, Jiří",osobnosti,poznámky,Svědectví (New York-Paříž)
5701,Za Pavlem Koldou /,"Tigrid, Pavel",jk01132374,1958,Kolda,osobnosti,nekrology,Svědectví (New York-Paříž)
5702,Smrt básníka.,,,1958,"Nezval, Vítězslav",osobnosti,poznámky,Svědectví (New York-Paříž)
5703,"Tomu tenorákovi v bílým saku, co to tak slavně proslovil :","Tumlíř, Jan Vladimír",jk01140402,1959,"Škvorecký, Josef",literatura;osobnosti,eseje,Svědectví (New York-Paříž)
5704,Český román zoufalství /,"Den, Petr",jk01022204,1958,"Valenta, Edvard",osobnosti,recenze,Svědectví (New York-Paříž)
5705,Román Jiřího Voskovce...,,,1958,"Voskovec, Jiří",osobnosti,poznámky,Svědectví (New York-Paříž)
5706,Walt Whitman a Jaroslav Vrchlický /,Harkins,jo2003193223,1958,"Vrchlický, Jaroslav;Whitman, Walt",bulharská literatura;osobnosti,studie,Svědectví (New York-Paříž)
5707,Dva dopisy :,"Polevoj, Boris Nikolajevič",jn19981002009,1958,"Fast, Howard",komunismus;bulharská literatura;ruská literatura,dokumenty,Svědectví (New York-Paříž)
5708,Rozhovor s Ignazio Silonem /,M. B,,1958,"Silone, Ignazio",literární druhy;japonská literatura,rozhovory,Svědectví (New York-Paříž)
5709,Tři knihy /,Tumlíř,,1958,"Majewski, Paweł",lužickosrbská literatura;německá literatura,recenze,Svědectví (New York-Paříž)
5710,A v Polsku,,,1959,,německá literatura,glosy,Svědectví (New York-Paříž)
5711,S břehu na břeh /,"Hłasko, Marek",jo20000076527,1958,"Hłasko, Marek;Kárnet, Jiří",německá literatura,rozhovory,Svědectví (New York-Paříž)
5712,Příklad /,"Tigrid, Pavel",jk01132374,1958,"Słonimski, Antoni;Pasternak, Boris Leonidovič",německá literatura,glosy,Svědectví (New York-Paříž)
5713,Návštěvou u Borise Pasternaka /,Ruge,,1958,"Pasternak, Boris Leonidovič;P.",ruská literatura,reportáže,Svědectví (New York-Paříž)
5714,Doktor Živago /,"Hampshire, Stuart",xx0060500,1958,"Pasternak, Boris Leonidovič",ruská literatura,recenze,Svědectví (New York-Paříž)
5715,Marx na Hradčanech :,"Tigrid, Pavel",jk01132374,1960,,česká literatura;literatura,eseje,Svědectví (New York-Paříž)
5716,Problém svobody v lidské kultuře /,"Brouk, Bohuslav",jk01013179,1959,,literatura,eseje,Svědectví (New York-Paříž)
5717,"PEN, párky a puma /","Tigrid, Pavel",jk01132374,1959,,literární druhy,referáty,Svědectví (New York-Paříž)
5718,"""Probuďme milióny."" /",P. M,,1959,,česká literatura;literární konference;časopisy;kongresy;kultura a politika,komentáře,Svědectví (New York-Paříž)
5719,Česká próza ve stalinské pasti,,,1959,"Jungmann, Milan",česká literatura,komentáře,Svědectví (New York-Paříž)
5720,R.U.R. a Vzpoura strojů A.N. Tolstého /,Harkins,jo2003193223,1959,"Čapek, Karel;Tolstoj, Aleksej Nikolajevič",ruská literatura;česká literatura;osobnosti,studie,Svědectví (New York-Paříž)
5721,Hrubín a Lustig /,"Den, Petr",jk01022204,1959,"Hrubín, František;Lustig, Arnošt",osobnosti,recenze,Svědectví (New York-Paříž)
5722,Francouzský román českého autora /,"Pistorius, Jiří",jk01093198,1959,"Kolár, Jan M.",finská literatura;osobnosti,recenze,Svědectví (New York-Paříž)
5723,Die Grossmutter /,"Den, Petr",jk01022204,1959,"Němcová, Božena;Demetz, Hanna;Demetz, Peter",maďarská literatura,recenze,Svědectví (New York-Paříž)
5724,Dva romány /,"Den, Petr",jk01022204,1959,"Ptáčník, Karel;Frýd, Norbert",osobnosti,recenze,Svědectví (New York-Paříž)
5725,"Román Zbabělci, :",,,1959,"Škvorecký, Josef",osobnosti,poznámky,Svědectví (New York-Paříž)
5726,O zbabělcích a nosorožcích :,"Tigrid, Pavel",jk01132374,1959,"Škvorecký, Josef",osobnosti,recenze,Svědectví (New York-Paříž)
5727,Zmrtvýchvstání /,"Spender, Stephen",ola2003174852,1959,"Conquest, Robert",česká literatura;ruská literatura;lužickosrbská literatura;německá literatura;polská literatura;maďarská literatura,recenze,Svědectví (New York-Paříž)
5728,O nosorožcích /,"Den, Petr",jk01022204,1959,"Ionesco, Eugène",finská literatura,recenze,Svědectví (New York-Paříž)
5729,Nowa kultura /,P. M,,1959,,polská literatura;časopisy,recenze,Svědectví (New York-Paříž)
5730,"Hra, kterou tu otiskujeme...",,,1959,"Mrożek, Sławomir;Rybáková, Minka",německá literatura,poznámky,Svědectví (New York-Paříž)
5731,Doktor Živago - osud versus dějiny /,"Tumlíř, Jan Vladimír",jk01140402,1959,"Pasternak, Boris Leonidovič",ruská literatura,studie,Svědectví (New York-Paříž)
5732,Dr. Živago a současný román na Západě /,"Tumlíř, Jan Vladimír",jk01140402,1959,"Pasternak, Boris Leonidovič;Hampshire, Stuart",bulharská literatura;finská literatura;japonská literatura;maďarská literatura;ruská literatura,polemiky,Svědectví (New York-Paříž)
5733,Pod pseudonymem Abram Terz...,,,1959,"Sinjavskij, Andrej Donatovič;Rybáková, Minka",ruská literatura,poznámky,Svědectví (New York-Paříž)
5734,Samomluvy a rozhovory /,"Vrána, Karel",jn19981002366,1961,"Čep, Jan",literatura,recenze,Svědectví (New York-Paříž)
5735,Václav Kopecký /,"Tigrid, Pavel",jk01132374,1961,"Kopecký, Václav",literatura,glosy,Svědectví (New York-Paříž)
5736,Viditelné a neviditelné :,"Peška, Vladimír",xx0068821,1961,"Kainar, Josef;Kohout, Pavel",česká literatura;literatura,studie,Svědectví (New York-Paříž)
5737,Kultura 61 /,Mas,,1962,,kulturní časopisy,glosy,Svědectví (New York-Paříž)
5738,Čistka v České literatuře?,,,1962,"Forst, Vladimír;Honzík, Jiří",česká literatura;literární časopisy;odborné časopisy,komentáře,Svědectví (New York-Paříž)
5739,Ještě jednou Biebl,,,1962,"Biebl, Konstantin;Taufer, Jiří",osobnosti,biografie,Svědectví (New York-Paříž)
5740,Česká vesnice dnes,,,1962,"Bojar, Pavel;Bojarová, Olga;Jungmann, Milan",osobnosti,recenze,Svědectví (New York-Paříž)
5741,Setkání /,"Čep, Jan",jk01021241,1962,"Čep, Jan;Halas, František;Zahradníček, Jan;Claudel, Paul",osobnosti,paměti,Svědectví (New York-Paříž)
5742,Za P. Jakubem Demlem /,"Čep, Jan",jk01021241,1961,"Deml, Jakub",osobnosti,nekrology,Svědectví (New York-Paříž)
5743,Hodinu od Prahy /,"Peška, Vladimír",xx0068821,1962,Liehm,osobnosti,glosy,Svědectví (New York-Paříž)
5744,Tomáš Garrigue Masaryk a komunisté /,"Dresler, Jaroslav",jk01023057,1961,"Masaryk, Tomáš Garrigue;Nejedlý, Zdeněk",osobnosti,studie,Svědectví (New York-Paříž)
5745,Básník proti zoufalství /,"Jelínek, Ivan",jn19981001556,1961,"Griffin, Jonathan",bulharská literatura,studie,Svědectví (New York-Paříž)
5746,Hemingway /,"Škvorecký, Josef",jk01130413,1962,"Hemingway, Ernest",bulharská literatura,nekrology,Svědectví (New York-Paříž)
5747,Becket - v Londýně /,D. K,,1961,"Anouilh, Jean",finská literatura,referáty,Svědectví (New York-Paříž)
5748,Jak prosím? /,A. H,,1962,"Reiman, Pavel;Macháčková, Věra",maďarská literatura,glosy,Svědectví (New York-Paříž)
5749,Tato hra proslulého soudobého...,,,1962,"Brandstaetter, Roman;Oswald",německá literatura,poznámky,Svědectví (New York-Paříž)
5750,Spisovatel hledá své svědomí... - a své následovníky /,"Tigrid, Pavel",jk01132374,1962,"Èrenburg, Il‘ja Grigor‘jevič",česká literatura;ruská literatura,komentáře,Svědectví (New York-Paříž)
5751,"Jevgenij Jevtušenko, enfant terrible sovětské literatury /","Tomáš, František",ola2003169607,1962,"Jevtušenko, Jevgenij Aleksandrovič;Kovtun, Jiří",ruská literatura,medailony,Svědectví (New York-Paříž)
5752,"""Kolečko a šroubek"" v kulturní revoluci /","Peška, Vladimír",xx0068821,1962,"Drozda, Miroslav;Parolek, Radegast",literatura,recenze,Svědectví (New York-Paříž)
5753,Malíř Kupka /,Hájek,,1962,"Kupka, František;Machar, Josef Svatopluk;Apollinaire, Guillaume",literatura,paměti,Svědectví (New York-Paříž)
5754,A pořád to nejde!,,,1962,,česká literatura;literatura,komentáře,Svědectví (New York-Paříž)
5755,Sentimentální výchova v rozhovorech dosud zpřetrhaných /,,,1963,"Posel;Mňačko, Ladislav;Trefulka, Jan;Fleischmann, Ivo;Šotola, Jiří;Werich, Jan;Kundera, Milan;Putík, Jaroslav;Škvorecký, Josef;Hájek;Goldstücker, Eduard;Kosík, Karel;Klíma, Ivan;Jungmann, Milan;Selucký, Radoslav;Blažek, Vladimír;Sekera",pseudonym;česká literatura;literatura,ankety,Svědectví (New York-Paříž)
5756,Literatura rozčarování /,Jelenski,,1962,"Silone, Ignazio;Koestler, Arthur;Orwell, George;Sartre, Jean-Paul",bulharská literatura;finská literatura;japonská literatura;komunismus;literární teorie,studie,Svědectví (New York-Paříž)
5757,Literární kritikové sněmovali /,"Tigrid, Pavel",jk01132374,1962,"Hájek;Špitzer, Juraj",literární druhy,referáty,Svědectví (New York-Paříž)
5758,Ze stavu obležení do světa skutečnosti /,"Tigrid, Pavel",jk01132374,1963,,literární druhy;česká literatura,články,Svědectví (New York-Paříž)
5759,Redakční.,,,1962,"Horák;Kovtun;Peška, Vladimír",redaktoři;nakladatelé a vydavatelé;exilový tisk,zprávy,Svědectví (New York-Paříž)
5760,Naše paní Helena Čapková-Palivcová /,"Dresler, Jaroslav",jk01023057,1963,"Čapková, Helena;Scheinpflugová, Olga",osobnosti,recenze,Svědectví (New York-Paříž)
5761,Umění Jana Čepa /,"Demetz, Peter",jk01022197,1963,"Čep, Jan",osobnosti,studie,Svědectví (New York-Paříž)
5762,Smrt Jaroslava Durycha /,Kovtun,,1962,"Durych, Jaroslav",osobnosti,studie,Svědectví (New York-Paříž)
5763,To chce klid!,,,1962,"Hašek, Jaroslav;Majerová, Marie",osobnosti,glosy,Svědectví (New York-Paříž)
5764,Wesker v Praze /,R. M,,1962,"Wesker, Arnold",bulharská literatura,glosy,Svědectví (New York-Paříž)
5765,Na okraj českého vydání Kafkovy Ameriky v Praze /,"Urzidil, Johannes",jk01140912,1962,"Kafka, Franz;Dresler, Jaroslav",maďarská literatura,studie,Svědectví (New York-Paříž)
5766,Thomas Mann Bedřichu Fučíkovi /,"Mann, Thomas",jn19990005365,1962,"Mann, Thomas;Fučík, Bedřich;Mann, Erika",maďarská literatura,dokumenty,Svědectví (New York-Paříž)
5767,Umlčování neumlčitelných.,,,1962,"Narica;Jesenin-Vol'pin, Aleksandr Sergejevič;Djilas, Milovan;Kovtun, Jiří",ruská literatura,referáty,Svědectví (New York-Paříž)
5768,Kdo je Abram Terc? /,"Bergholz, Stefan",jo2016916574,1962,"Sinjavskij, Andrej Donatovič;Rybáková, Minka",ruská literatura,medailony,Svědectví (New York-Paříž)
5769,Milování v Bratislavě /,Korda,,1962,"Blažková, Jaroslava;Reis, Vladimír",rumunská literatura,recenze,Svědectví (New York-Paříž)
5770,Peter Karvaš a ti druzí /,"Peška, Vladimír",xx0068821,1963,"Karvaš, Peter;Kopecký, Jan;Vrba, František",rumunská literatura,recenze,Svědectví (New York-Paříž)
5771,Josef Šíma a hnutí Le Grand Jeu /,"Jíra, Jaroslav",jk01051770,1963,"Šíma, Josef",finská literatura;literatura,studie,Svědectví (New York-Paříž)
5772,V Praze ještě před 55 až 50 léty :,"Wiener, Josef",jo2012681801,1963,,literatura,fejetony,Svědectví (New York-Paříž)
5773,Politická emigrace v atomovém věku :,"Tigrid, Pavel",jk01132374,1964,"Křen, Jan",exil;literatura,studie,Svědectví (New York-Paříž)
5774,Surrealismus proti proudu /,"Teige, Karel",jk01132144,1964,,surrealismus;česká literatura;literatura,studie,Svědectví (New York-Paříž)
5775,Poslání a stav kulturních časopisů :,,,1964,,česká literatura;kulturní časopisy,dokumenty,Svědectví (New York-Paříž)
5776,Kult a copyright /,"Tigrid, Pavel",jk01132374,1963,"Škvorecký, Josef;Šotola, Jiří",literatura pro děti;česká literatura,komentáře,Svědectví (New York-Paříž)
5777,Kundera v Göttingen /,"Dresler, Jaroslav",jk01023057,1963,"Kundera, Milan;Becher;Kunze, Reiner",osobnosti,referáty,Svědectví (New York-Paříž)
5778,Rusko a Evropa.,,,1963,"Gibian, Jiří;Masaryk, Tomáš Garrigue",ruská literatura;osobnosti,zprávy,Svědectví (New York-Paříž)
5779,Legenda Emöke aneb Zpověď intelektuála /,Korda,,1964,"Škvorecký, Josef",osobnosti,recenze,Svědectví (New York-Paříž)
5780,Rozhovor s Jiřím Voskovcem /,"Voskovec, Jiří",jk01150746,1963,"Voskovec, Jiří",osobnosti,rozhovory,Svědectví (New York-Paříž)
5781,Arthur a Marilyn /,"Rybáková, Minka",kup20010000085443,1964,"Miller, Arthur",bulharská literatura,referáty,Svědectví (New York-Paříž)
5782,K výročí Franze Kafky /,Z. (Londýn,,1963,"Kafka, Franz;Järv, Harry",německá literatura,referáty,Svědectví (New York-Paříž)
5783,"Kafkuji, kafkuješ, kafkujeme /","Dresler, Jaroslav",jk01023057,1964,"Kafka, Franz;Jesenská, Milena",maďarská literatura,studie,Svědectví (New York-Paříž)
5784,Czeslaw Milosz...,,,1963,"Miłosz, Czesław;Kovtun;Kovtun, Jiří",německá literatura,medailony,Svědectví (New York-Paříž)
5785,Jak přežít: pohled zpět /,,,1966,,avantgarda;česká literatura;komunismus;literatura,biografie,Svědectví (New York-Paříž)
5786,Jak přežít: pohled do budoucnosti /,"Kolár, Jan M.",jo2002101666,1966,,literatura,eseje,Svědectví (New York-Paříž)
5787,Literatura a masové dorozumívací prostředky /,"Miller, Arthur",jn19990005721,1966,,literární druhy;literární teorie,studie,Svědectví (New York-Paříž)
5788,Byl jsem v Budapešti /,"Tigrid, Pavel",jk01132374,1966,,literární druhy,reportáže,Svědectví (New York-Paříž)
5789,Vážení přátelé! /,ABC (Praha,,1966,,exilový tisk;česká literatura;čtenářský vkus,recenze,Svědectví (New York-Paříž)
5790,Kde je Kontext? /,R,,1966,"Hájek;Klinger, Evžen",kulturní časopisy,poznámky,Svědectví (New York-Paříž)
5791,"Jan Čep, český spisovatel /","Tigrid, Pavel",jk01132374,1966,"Čep, Jan;Masaryk, Tomáš Garrigue",česká literatura,recenze,Svědectví (New York-Paříž)
5792,O malých formách vůbec a o divadle Na zábradlí zvlášť.,,,1966,"Grossman, Jan;Kraus, Karel;Sviták, Ivan",česká literatura,studie,Svědectví (New York-Paříž)
5793,Dopisy Světlaně :,Sirius (Praha),,1966,"Topol, Josef;Klíma, Ivan;Havel, Václav",pseudonym;česká literatura,referáty,Svědectví (New York-Paříž)
5794,Dopisy Světlaně :,Sirius (Praha),,1965,"Ginsberg, Allen;Pergner, Eduard;Jánský, Filip;Havel, Václav",česká literatura,glosy,Svědectví (New York-Paříž)
5795,Americká kniha o Čapkovi /,Kovtun,,1966,"Harkins;Čapek, Karel",bulharská literatura;osobnosti,studie,Svědectví (New York-Paříž)
5796,Když konečně byla Zuzana doma /,"Stivínová, Zuzana",jn99240001129,1966,"Havel, Václav",osobnosti,rozhovory,Svědectví (New York-Paříž)
5797,Hrabalovy zábavní podniky /,"Wiener, Josef",jo2012681801,1966,"Hrabal, Bohumil",osobnosti,fejetony,Svědectví (New York-Paříž)
5798,Milý pane redaktore... /,"Den, Petr",jk01022204,1965,"Kolár, Jan M.",osobnosti,polemiky,Svědectví (New York-Paříž)
5799,Meziprůzkum nejdál pronikajícího /,Korda,,1966,"Linhartová, Věra",osobnosti,studie,Svědectví (New York-Paříž)
5800,TGM zabaven,,,1965,"Masaryk, Tomáš Garrigue",osobnosti,glosy,Svědectví (New York-Paříž)
5801,Sviták píše z Prahy /,"Sviták, Ivan",jk01121907,1966,"Sviták, Ivan",osobnosti,dokumenty,Svědectví (New York-Paříž)
5802,"Autor, nyní šedesátiletý...",,,1965,"Terlecký, Nikolaj",osobnosti,biografické poznámky,Svědectví (New York-Paříž)
5803,Topolův pokus o dorozumění /,"Kraus, Karel",jk01063073,1966,"Topol, Josef",osobnosti,studie,Svědectví (New York-Paříž)
5804,Vladimír Vaněk.,,,1965,"Vaněk, Vladimír",osobnosti,zprávy,Svědectví (New York-Paříž)
5805,Sartrovo odmítnutí /,"Bondy, François",mzk2003216603,1966,"Sartre, Jean-Paul",literární druhy;finská literatura,glosy,Svědectví (New York-Paříž)
5806,Moskevské léto :,"Mihajlov, Mihajlo",jo20000080675,1965,"Dudincev, Vladimir Dmitrijevič;Švarc, Jevgenij L‘vovič;Leonov, Leonid Maksimovič;Achmadulina, Bella Achatovna;Bondarev, Jurij Vasil‘jevič;Tendrjakov, Vladimir Fedorovič;Šklovskij, Viktor Borisovič;Okudžava, Bulat Šalvovič",ruská literatura,reportáže,Svědectví (New York-Paříž)
5807,Koexistence v literatuře /,"Łabędź, Leopold",mzk2015866926,1966,"Sinjavskij, Andrej Donatovič;Daniel, Julij Markovič",ruská literatura,komentáře,Svědectví (New York-Paříž)
5808,Noční rozhovor: :,,,1965,"Mňačko, Ladislav;Osvald",rumunská literatura,diskuse,Svědectví (New York-Paříž)
5809,Pornografie a pacifismus /,R. (Londýn,,1966,"Bulatović, Miodrag",ruská literatura,recenze,Svědectví (New York-Paříž)
5810,Dialog s naší poúnorovou emigrací :,XYZ (Praha,,1966,,exil;literatura,úvahy,Svědectví (New York-Paříž)
5811,IV. sjezd československých spisovatelů: historická událost /,,,1967,"Kundera, Milan;Kliment, Alexandr;Goldstücker, Eduard;Liehm;Lajčiak, Milan;Kosík, Karel;Klíma, Ivan;Havel, Václav;Vaculík, Ludvík",literární druhy;literatura,dokumenty,Svědectví (New York-Paříž)
5812,"Proces, který musel být.",,,1967,"Beneš, Jan;Zámečník, Karel;Tigrid, Pavel",literatura,dokumenty,Svědectví (New York-Paříž)
5813,"A.N., Praha-Hrad /","Tigrid, Pavel",jk01132374,1966,,exilový tisk,dokumenty,Svědectví (New York-Paříž)
5814,Tvář mezinárodně :,*** (Praha,,1966,"Havel, Václav;Grossman, Jan;Bělohradská, Hana",literární časopisy;cenzura;literární život;česká literatura,dokumenty,Svědectví (New York-Paříž)
5815,Rozbor časopisu Svědectví :,,,1967,,exilový tisk;antikomunismus,dokumenty,Svědectví (New York-Paříž)
5816,"Co následuje není ani výběr, ani konfrontace...",,,1966,"Zahradníček, Jan;Štěpka;Beneš, Jan;Horák;Kornet;Listopad, František;Jelínek, Ivan;Čep, Jan;Hostovský, Egon;Blackwell, Vera;Listopad, František",literární pseudonymy;česká literatura,předmluvy,Svědectví (New York-Paříž)
5817,Mnichov: pražské jaro /,"Dresler, Jaroslav",jk01023057,1966,"Čapek, Josef;Čapek, Karel;Macourek, Miloš;Topol, Josef;Havel, Václav;Linhartová, Věra;Hrabal, Bohumil;Künzel, Franz Peter",česká literatura;maďarská literatura,referáty,Svědectví (New York-Paříž)
5818,Poznámky k nové české a slovenské próze :,"Kosková, Helena",jn19990218051,1967,"Fuks, Ladislav;Johanides, Ján;Michal, Karel;Henryková, Jitka;Jedlička, Josef;Nečásek, František;Vaculík, Ludvík",česká literatura;slovenská literatura,recenze,Svědectví (New York-Paříž)
5819,Rehabilitace pod rukou /,"Kratochvil, Antonín",jk01062954,1967,"Knap, Josef;Křelina, František;Fučík, Bedřich;Prokůpek, Václav",česká literatura,komentáře,Svědectví (New York-Paříž)
5820,K zatčení J.Beneše a K.Zámečníka.,,,1966,"Beneš, Jan",osobnosti,dokumenty,Svědectví (New York-Paříž)
5821,Proč nejsem s nimi? /,"Dresler, Jaroslav",jk01023057,1966,"Dresler, Jaroslav",exil;osobnosti,úvahy,Svědectví (New York-Paříž)
5822,Zapomenutý Karel Hlaváček /,"Wiener, Josef",jo2012681801,1967,"Hlaváček, Karel",osobnosti,paměti,Svědectví (New York-Paříž)
5823,"Český spisovatel, autor románů... /",Němečková,jx20070110017,1967,"Němeček, Zdeněk",osobnosti,biografické poznámky,Svědectví (New York-Paříž)
5824,Znamení moci 1950 /,Jonáš,,1967,"Zahradníček, Jan;Mňačko, Ladislav",cenzura;rumunská literatura;osobnosti,glosy,Svědectví (New York-Paříž)
5825,"Paul Celan, vlastním jménem Paul Antschel...",,,1966,"Celan, Paul;Kovtun, Jiří",finská literatura,biografické poznámky,Svědectví (New York-Paříž)
5826,Před soudem světa /,,,1966,"Sinjavskij, Andrej Donatovič;Daniel, Julij Markovič;Šk;-st",ruská literatura,dokumenty,Svědectví (New York-Paříž)
5827,Josif Brodskij :,,,1967,"Brodskij, Iosif Aleksandrovič;Kovtun, Jiří",ruská literatura,biografické poznámky,Svědectví (New York-Paříž)
5828,Hoře z rozumu /,"Tigrid, Pavel",jk01132374,1966,"Mňačko, Ladislav",rumunská literatura,referáty,Svědectví (New York-Paříž)
5829,Dramatické gesto Ladislava Mňačka /,,,1967,"Mňačko, Ladislav",rumunská literatura,dokumenty,Svědectví (New York-Paříž)
5830,Djilas a dnešní Jugoslávie /,"Mihajlov, Mihajlo",jo20000080675,1966,"Djilas, Milovan",ruská literatura,studie,Svědectví (New York-Paříž)
5831,Manifest čs. spisovatelů aneb jaká je pravda /,,,1967,"Weiss, Peter;Grass, Günter;Kohout, Pavel;Tigrid, Pavel",literatura,dokumenty,Svědectví (New York-Paříž)
5832,Strana a její inteligence: situace a výhledy /,,,1967,,literatura,dokumenty,Svědectví (New York-Paříž)
5833,Záznam z aktívu slovenských spisovatel'ov - komunistov :,,,1967,,literatura;rumunská literatura,dokumenty,Svědectví (New York-Paříž)
5834,Dopis ústřednímu výboru KSČ /,"Kohout, Pavel",jk01061137,1967,,literatura,dokumenty,Svědectví (New York-Paříž)
5835,"Z vyjádření, zaslaného ÚV KSČ /","Vaculík, Ludvík",jk01141068,1967,,literatura,dokumenty,Svědectví (New York-Paříž)
5836,Studijní materiály ke stranickému hodnocení IV. sjezdu Svazu čs. spisovatelů,,,1969,,literární druhy;literatura,dokumenty,Svědectví (New York-Paříž)
5837,Poznámky k nové české a slovenské próze :,"Kosková, Helena",jn19990218051,1969,"Pecka, Karel;Sloboda, Rudolf;Fried, Jiří;Vyskočil, Ivan;Kliment, Alexandr;Putík, Jaroslav;Páral, Vladimír;Škvorecký, Josef",česká literatura;rumunská literatura,recenze,Svědectví (New York-Paříž)
5838,Z deníku dcery státního zločince /,Fischlová-Kosková,,1969,"Kosková, Helena;Fischl",osobnosti,paměti,Svědectví (New York-Paříž)
5839,Literatura ve Francii /,"Šklíbová, Hana",jk01130302,1969,"Simon, Pierre-Henri",finská literatura,referáty,Svědectví (New York-Paříž)
5840,Materiály ze společného zasedání ústředních výborů tvůrčích svazů :,,,1969,"Holub, Miroslav;Šotola, Jiří",literární druhy;česká literatura,dokumenty,Svědectví (New York-Paříž)
5841,"Socialismus, který přišel z chladna /","Sartre, Jean-Paul",jn19990007359,1969,Liehm,česká literatura,studie,Svědectví (New York-Paříž)
5842,Radimský/Petr Den /,"Kovtun, Jiří",jk01062535,1971,"Den, Petr",osobnosti,nekrology,Svědectví (New York-Paříž)
5843,"Redakci Rudého práva, Čs. státní televizi Praha /","Procházka, Jan",jk01101145,1969,"Černý, Václav;Procházka, Jan;Tigrid, Pavel",osobnosti,dokumenty,Svědectví (New York-Paříž)
5844,"Skála, Ivan /",xx,,1969,"Skála, Ivan",osobnosti,glosy,Svědectví (New York-Paříž)
5845,"Skála, Ivan /",-e,,1969,"Skála, Ivan",osobnosti,glosy,Svědectví (New York-Paříž)
5846,Velká pře Arkadije Viktoroviče Bělinkova /,xx,,1971,"Belinkov, Arkadij Viktorovič",ruská literatura,studie,Svědectví (New York-Paříž)
5847,Osudy slovenskej literatúry /,"Clementis, Vladimír",jn19990209102,1969,,rumunská literatura,studie,Svědectví (New York-Paříž)
5848,The Czechoslovak Political Trials 1950-54 :,"Sviták, Ivan",jk01121907,1972,"Pelikán, Jiří",literatura,recenze,Svědectví (New York-Paříž)
5849,Na prahu temných let /,"Kusák, Alexej",jk01071041,1971,"Jesenská, Milena;Weil, Jiří;Teige, Karel;Kalandra, Záviš;Biebl, Konstantin;Nezval, Vítězslav;Seifert, Jaroslav;Burian, Emil František;Noha, Jan;Halas, František",česká literatura;literatura,studie,Svědectví (New York-Paříž)
5850,"Vážený pane redaktore,... /","Pfaff, Ivan",jk01092926,1972,"Preisner, Rio",literatura,polemiky,Svědectví (New York-Paříž)
5851,"Vážený pane redaktore,... /","Preisner, Rio",jk01101023,1972,"Pfaff, Ivan",česká literatura;literatura,polemiky,Svědectví (New York-Paříž)
