,title,author,author code,year,figures,description,genre
7548,"Články, fejetony atd. došlé do redakce /",,,1978,"Havel, Václav,;Vaculík, Ludvík,;Slánský, Rudolf,;Hejdánek, Ladislav,;Ruml, Jiří,",samizdatová literatura,zprávy;seznamy
7549,Čriepky /,"Kadlečík, Ivan,",jn20000728271,1988,,,paměti;úryvky;biografické poznámky
7550,Jaro je tady /,"Kadlečík, Ivan,",jn20000728271,1988,"Vaculík, Ludvík,",fejeton,paměti;úryvky
7551,O ní /,"Štern, Jan,",jk01131378,1988,,,česká poezie
7552,Povídky : /,"Badal, Milan,",ola2003165549,1988,,,české prózy;české povídky
7553,Přehled 1. ročníku Informací o Chartě 77 /,,,1978,,lidská práva;samizdatová literatura;bibliografie,soupisy
7554,Inteligenti a intelektuáli /,"Kusý, Miroslav,",jn19990009905,1988,,spisovatelé;inteligence (vrstva);intelektuálové,úvahy
7555,Na okraj /,-js-,,1988,"Miłosz, Czesław,;Brodskij, Iosif Aleksandrovič,;Hrabal, Bohumil,",polští básníci;sovětští spisovatelé;literární časopisy;samizdatové časopisy,glosy
7556,Valivý čas proměn /,"Kantůrková, Eva,",jk01052883,1988,"Sirový, Zdenek,;Kantůrková, Eva,",politika;české spisovatelky;česká próza,komentáře;autobiografie
7557,Švejkova lhostejnost k dějinám : nepronesený příspěvek na konferenci o českých dějinách /,"Jankovič, Milan,",jk01050993,1988,"Švejk, Josef",Češi;dějiny,glosy
7558,Příspěvek na konferenci o českých dějinách /,"Červenka, Miroslav,",jk01021682,1988,"Křen, Jan,",dějiny,referáty
7559,"Chvála cenzora : pro ""Index on Censorship"" /","Vaculík, Ludvík,",jk01141068,1988,,cenzura;cenzoři;čeští spisovatelé,komentáře;vzpomínky
7560,Dopis z Paříže /,"Vladislav, Jan,",jk01150006,1988,"Urbánek, Zdeněk,;Novák, Arne,",,korespondence;polemiky
7561,Odpověď z Prahy : Otevřený dopis Janu Vladislavovi /,"Urbánek, Zdeněk,",jk01140872,1988,"Orten, Jiří,;Blatný, Ivan,;Kolář, Jiří,",čeští básníci,polemiky;korespondence
7562,Prag - ein Lesebuch /,-fa-,,1988,,sborníky,anotace
7563,Čtení pro snoby /,"Jungmann, Milan,",jk01052189,1988,"Frýbová, Zdena,",česká próza;české spisovatelky,recenze
7564,Pravidlá hry /,"Šimečka, Martin M.",jn19990209853,1988,"Johanides, Ján,",slovenská próza;slovenští spisovatelé,recenze
7565,Blázniviny /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;fejetony
7566,Srpnový máj /,"Vaculík, Ludvík,",jk01141068,1988,,,české prózy;fejetony
7567,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Váchal, Josef,;Durych, Jaroslav,",Češi a Němci;česká otázka;vlastenectví,recenze
7568,"Sdělení č. 69 : P. Cibulka a spol., F. Hrabal a J. Volf, J. Šabata, Z. Kašťák, J. Klier, I. Holotová, J. Hegr /",,,1979,"Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor;Šabata, Jaroslav,;Hrabal, František;Wolf, Jiří,;Kašťák, Zdeněk;Klier, Zdeněk;Holotová, Ivana",soudní procesy;političtí vězni;lidská práva;kultura a ideologie;samizdatová literatura,zprávy
7569,O poezii Karla Šiktance /,"Červenka, Miroslav,",jk01021682,1988,"Šiktanc, Karel,",čeští básníci;česká poezie,předmluvy
7570,Srdce svého nejez /,"Šiktanc, Karel,",jk01122896,1988,,,česká poezie
7571,Okolo Pavla Kohouta /,"Vaculík, Ludvík,",jk01141068,1988,"Kohout, Pavel,",výročí;čeští spisovatelé;literární salony;disidenti,úvahy
7572,Milý pane profesore /,"Šedivý, Jaroslav,",jk01122671,1988,"Hájek, Jiří,",dějiny;politika;historici,eseje
7573,Sdělení č. 70 : tresty ve věci Petra Cibulky a spol. /,,,1979,"Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor",soudní procesy;kultura a ideologie;samizdatová literatura;policejní šikana,zprávy
7574,Kdo se bude kát : Památce Pavla Wonky /,"Kantůrková, Eva,",jk01052883,1988,"Wonka, Pavel,",političtí vězni;filmové náměty;politika;totalitní režimy,eseje;komentáře
7575,Kdo je Ladislav Dvořák : Poznámky k promluvě /,"Urbánek, Zdeněk,",jk01140872,1988,"Dvořák, Ladislav,",čeští básníci;česká poezie,eseje
7576,Sdělení č. 74 : případ Danubius /,,,1979,"Mlynárik, Ján,;Tigrid, Pavel,;Benda, Václav,;Havel, Václav,;Danubius,",exilová literatura;odsun Němců;literární pseudonymy,zprávy
7577,Krajský soud v Hradci Králové /,"Roubal, Pavel,",av20191023268,1979,"Šabata, Jaroslav,",političtí vězni;soudní procesy,dopisy
7578,Poznámky o statečnosti : fejeton /,"Vaculík, Ludvík,",jk01141068,1979,"Pecka, Karel,",disidenti;političtí vězni,fejetony
7579,Zasraný vlak /,"Hoffman, Ivan,",jn99240000296,1988,,sociální poměry;metafora,fejetony
7580,Čtvrtý sjezd /,"Hiršal, Josef,",jk01041094,1988,"Kohout, Pavel,;Solženicyn, Aleksandr Isajevič,",čeští spisovatelé,úryvky
7581,Milý pane Vaculíku /,"Havel, Václav,",jk01040240,1979,"Vaculík, Ludvík,;Gruša, Jiří,",polemiky;kultura a ideologie;političtí vězni,dopisy
7582,Ochranné zbarvení /,P.N.,,1978,"Zanussi, Krzysztof,",filmy;polská kinematografie;intelektuálové,recenze
7583,O kulturní situaci v Polsku hovoří spisovatel : Andrzej Kijowski /,"Kijowski, Andrzej,",jn20020320007,1978,"Kijowski, Andrzej,;Vlášek, Josef,;Wyspiański, Stanisław,;Wajda, Andrzej,;Różewicz, Stanisław,;Zanussi, Krzysztof,;Kieślowski, Krzysztof,;Piwowski, Marek,;Witkiewicz, Stanisław Ignacy,;Andrzejewski, Jerzy,;Mrożek, Sławomir,;Kantor, Tadeusz,;Grotowski, Jerzy,",polští spisovatelé;literární kritici;filmoví scenáristé;polská próza;polská povídka;film;kultura;alternativní kultura;kultura a politika;cenzura;publicistika;samizdatové časopisy;politická perzekuce;román;divadlo;filmové festivaly a přehlídky,rozhovory
7584,Budou dialogy pokračovat? /,,,1979,"Tesař, Jan,;Hájek, Jiří,;Hejdánek, Ladislav,",polemiky;samizdatové časopisy;disidenti,zprávy
7585,Niektoré fakty k seriálu článkov v Pravde (10.-12. 2. 1988) a Rudom práve (11.-12. 2. 1988) a tajnej církvi.,,,1988,"Černogurský, Pavol;Hubicki, Stefan",druhá světová válka (1939-1945);protifašistický odboj;politici;generálové,polemiky
7586,Ladislav Hejdánek /,,,1979,"Hejdánek, Ladislav,;Šabata, Jaroslav,;Šimsa, Jan,",kultura a ideologie;političtí vězni;samizdatová literatura;literatura a filozofie,zprávy
7587,Warszawa 78: I AM : 1. část /,L. Kovax,,1978,"Gajewski, Henryk,;Abramović, Marina,;Laysiepen, Frank Uwe;Cardena, Michel;Štembera, Petr,;Hajas, Tibor",umělci;performance (umění);konceptuální umění;videozáznamy,zprávy
7588,Obracíme se na edice /,,,1979,,samizdatové edice;literatura a ideologie;exilový kulturní život,zprávy
7589,Další odpovědi na fejeton Ludvíka Vaculíka Poznámky o statečnosti /,,,1979,"Vaculík, Ludvík,;Pithart, Petr,;Havel, Václav,;Gruša, Jiří,;Dobrovský, Luboš,",samizdatová literatura;polemiky,seznamy
7590,Nezávislost a demokrecie versus sovětská intervence /,"Kuroń, Jacek,",js2010609843,1978,"Borusewicz, Bogdan,;Gierek, Leopold;Grabczyk, Franciszek,;Lityński, Jan,;Onyszkiewicz, Wojciech;Sulecki, Władysław;Srieniowski, Józef;Wujec, Henryk;Kryl, Karel,;Brecht, Bertolt,;Renčín, Vladimír,",vojenská intervence;společnost a politika;politická perzekuce;politická opozice;občanská angažovanost;samizdatové časopisy;Češi a Poláci,články;komentáře
7591,Sdělení č. 80 : změny a doplňky souhrnného sdělení č. 63 /,,,1979,"Lederer, Jiří,;Šabata, Jaroslav,;Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor",političtí vězni;kultura a ideologie;soudní procesy;česko-polské vztahy,zprávy
7592,Sdělení č. 83 : represe proti Jiřímu Gruntorádovi a dalším mladým lidem /,,,1979,"Gruntorád, Jiří,",samizdatová literatura;kultura a ideologie;politická perzekuce,zprávy
7593,V edicích SOS a Popelnice vyšlo... /,,,1979,"Bondy, Egon,;Havel, Václav,;Jirous, Ivan Martin,;Šiktanc, Karel,;Tominová, Zdena,;Hrabal, Bohumil,",samizdatové edice;literatura a ideologie,seznamy
7594,Od provotariátu ke státu Trpaslíků : ukázka z knihy Drogi kontrkultury /,"Jawłowska, Aldona,",mzk2015865279,1978,"Buikhuisen, Wouter;Duyn, Roel von;Grootveld, Robert Jasper;Vries, Bert de,",sociologie;sociologie kultury;občanská neposlušnost;kulturní kritika;kritika společnosti;sociální hnutí;časopisy;provokace,monografie;úryvky
7595,Proti noci a moci : za slovenským spisovatelem Dominikem Tatarkou /,"Šimečka, Milan,",jk01123018,1989,"Tatarka, Dominik,",slovenští spisovatelé;literární dílo;literární život;komunismus;smrt,úvahy;nekrology
7596,Dominikova dvojitá čiara života /,"Šimečka, Martin M.",jn19990209853,1989,"Tatarka, Dominik,;Havel, Václav,;Vaculík, Ludvík,;Pecka, Karel,;Kriseová, Eda,",slovenští spisovatelé;čeští spisovatelé;literární život;smrt,nekrology
7597,Advent : [Krátke sú dni] /,"Pastier, Oleg,",ola2002152457,1989,"Tatarka, Dominik,",,slovenská poezie
7598,Neslovný príbeh : Dominikem Tatarkou tiež nazývaný IMMANUELLE /,"Tatarka, Dominik,",jn19990008429,1989,,,slovenské prózy;úryvky
7599,[Dopis] /,"Tatarka, Dominik,",jn19990008429,1989,"Tatarka, Dominik,;Korec, Ján Chryzostom,",,dopisy
7600,Oříšky pro černého papouška : [Všechno se jednou probolí] /,"Skácel, Jan,",jk01111393,1989,,,česká poezie
7601,[Česká spisovatelka Helena Klímová] /,,,1979,"Klímová, Helena,;Pospíchal, Petr,;Cibulka, Petr,;Chloupek, Libor",samizdatová literatura;političtí vězni,zprávy
7602,Mravný zmysel historickej pravdy /,"Kusý, Miroslav,",jn19990009905,1989,"Nejedlý, Zdeněk,",dějiny;komunismus;revoluce;sociální dějiny;husitství;historici,eseje
7603,[Redakce Informací o Chartě 77 si dodatečně opatřila tři starší čísla Hejdánkových Dopisů příteli] /,,,1979,"Hejdánek, Ladislav,",samizdatová literatura;kultura a ideologie;socialismus,zprávy
7604,[Vyšlo první číslo časopisu Polsko a my] /,,,1979,,samizdatové časopisy;mezinárodní spolupráce;alternativní kultura;česko-polské vztahy,zprávy
7605,Otevřený dopis šéfredaktorovi týdeník Svazu českých spisovatelů Kmen Karlu Sýsovi /,"Jungmann, Milan,",jk01052189,1988,"Sýs, Karel,;Kundera, Milan,;Pecka, Karel,;Forman, Miloš,;Hrabal, Bohumil,",čeští spisovatelé;disidenti;cenzura;totalitní režimy,korespondence;polemiky
7606,[Již druhé číslo Ekonomické revue bylo koncem ledna 1979 strojopisně rozšířeno v Praze] /,,,1979,,samizdatové časopisy;ekonomie a politika;alternativní kultura,zprávy
7607,"Zamilovaná slova, slova zaminovaná /","Brabec, Jiří moravský,",jx20060726006,1989,"Holan, Vladimír,;Waugh, Evelyn,;Hoffman, Ivan,",jazyk;moc;komunismus;kapitalismus;demokracie;konzervatismus,úvahy
7608,Haiku /,"Engelking, Leszek,",jn19990002068,1989,,,polská poezie;haiku
7609,Baránky : besednica /,"Kadlečík, Ivan,",jn20000728271,1989,"Tatarka, Dominik,",literární tvorba;literární časopisy,fejetony
7610,[Kalendář 1979 je stostránková publikace] /,,,1979,"Klíma, Ladislav,;Boudník, Vladimír,;Mandel‘štam, Osip Èmil‘jevič,",samizdatová literatura;alternativní kultura,zprávy
7611,Majáky /,"Kadlečík, Ivan,",jn20000728271,1989,"Hanzelka, Jiří,;Zikmund, Miroslav,",literární tvorba;spisovatelé;cestovatelé;cestopisy;literární kritika,fejetony
7612,Lešení /,"Vaculík, Ondřej,",jo2002159913,1989,"Vaculík, Ondřej,",čeští prozaici,bio-bibliografické poznámky;české povídky
7613,Šek /,"Eibel, Stephan,",xx0003919,1989,,,rakouské povídky
7614,Čtverec - časopis pro mezinárodní politiku /,,,1979,"Dienstbier, Jiří,;Benda, Václav,;Jan Pavel;Dobrovský, Luboš,;Michnik, Adam,;Herling-Grudziński, Gustaw,;Sacharov, Andrej Dmitrijevič,;Trinkewitz, Karel,",samizdatová literatura;komunismus;ideologie,zprávy
7615,Totálny exil Ivana Blatného /,"Blatný, Ivan,",jk01012262,1989,"Blatný, Ivan,",čeští básníci;emigrace;literární tvorba;interpretace a přijetí literárního díla,úvody;česká poezie;bibliografické poznámky
7616,[V minulém roce se v samizdatové produkci objevila dvě čísla] /,,,1979,"Jirousová, Věra,;Klíma, Ivan,;Třešňák, Vlastimil,",samizdatové časopisy;kultura a ideologie,zprávy
7617,"Joachimsthal : úryvok z rozsiahlej ""Uranovej reportáže"" /","Mikloško, František,",jn19990210429,1989,,pracovní tábory;koncentrační tábory;dějiny;samizdatové časopisy,reportáže;úryvky
7618,Ivanovi Blatnému /,"Pastier, Oleg,",ola2002152457,1989,"Blatný, Ivan,",,slovenská poezie
7619,Čí je svět? /,"Vaculík, Ludvík,",jk01141068,1988,"Wonka, Pavel,",demokracie;politika,referáty;úvahy
7620,"Lož má krátke nohy, ďaleko nezájde /","Hoffman, Ivan,",jn99240000296,1989,,socialismus;tisk;skutečnost;lež,úvahy
7621,Sdělení č. 84 : Tomáš Petřivý má být souzen /,,,1979,"Šabata, Jaroslav,;Petřivý, Tomáš,",samizdat;mezinárodní spolupráce;policejní šikana;česko-polské vztahy,zprávy
7622,Původ nejistoty /,"Šimečka, Milan,",jk01123018,1989,,antisemitismus;Židé;holocaust (1939-1945);odborná literatura,přednášky
7623,Tři závorky /,"Kabeš, Petr,",jk01052333,1988,,,česká poezie
7624,Tak mocná je láska /,"Kriseová, Eda,",jk01063340,1988,,,české prózy;české povídky
7625,Sdělení č. 86 : Domovní prohlídka u manželů Bendových /,,,1979,"Benda, Václav,;Bendová, Kamila,",samizdatová literatura;kultura a ideologie;nezákonné jednání;domovní prohlídka,zprávy
7626,Rímska kapitola : /,"Ponická, Hana,",jn19990209681,1988,"Benzoni, Giuliana;Štefánik, Milan Rastislav,;Dubček, Alexander,",politici;Pražské jaro (1968 : Československo),vzpomínky
7627,[Básně] /,"Olič, Jiří,",jn19990218077,1989,"Olič, Jiří,",čeští básníci,česká poezie
7628,Pramen radosti /,"Vaculík, Ondřej,",jo2002159913,1988,,,české prózy
7629,Cesta na zkušenou /,"Pavlíček, František,",jk01092088,1988,"Kohout, Pavel,",výročí,vzpomínky;glosy
7630,Rozhovor /,"Engelking, Leszek,",jn19990002068,1989,"Hrabal, Bohumil,;Kundera, Milan,;Tatarka, Dominik,;Klíma, Ladislav,",česká literatura;slovenská literatura;polská literatura;literární časopisy;samizdat;polská poezie;polští básníci,medailony;polská poezie
7631,List Kadlečíkovi /,"Hoffman, Ivan,",jn99240000296,1989,"Kadlečík, Ivan,",slovenská próza;literární tvorba;interpretace a přijetí literárního díla,dopisy
7632,Kultúra mužnosti /,"Šimečka, Martin M.",jn19990209853,1989,"Kadlečík, Ivan,;Vaculík, Ludvík,",slovenská próza,recenze
7633,Umřela Evropa opravdu? /,"Čivrný, Lumír,",jk01021853,1988,"Serke, Jürgen,",německy psaná literatura;čeští spisovatelé;němečtí spisovatelé,recenze
7634,"Ako ste to mysleli, pán Válek?! /",-ová,,1989,"Válek, Miroslav,;Havel, Václav,",slovenští básníci;politici;dramatici;literatura a politika;politická angažovanost,články
7635,Záznamy /,"Machonin, Sergej,",jk01073028,1988,"Goldflam, Arnošt,;Plichtová, Barbara,;Vedral, Jan,;Kačer, Jan,;Daněk, Oldřich,",divadelní inscenace;drama;herečky;herci,referáty
7636,Když zločiny nerozhořčují ale bolí /,-j-,,1989,"Pilař, Jan,",čeští básníci;česká poezie;interpretace a přijetí literárního díla,glosy
7637,Bez komentára.,,,1989,,samizdatové časopisy,zprávy
7638,Diskusný príspevok /,"Šimečka, Martin M.",jn19990209853,1989,"Tatarka, Dominik,;Kadlečík, Ivan,;Ponická, Hana,;Havel, Václav,;Jirous, Ivan Martin,",slovenská literatura;slovenští spisovatelé;čeští spisovatelé;perzekuce,projevy
7639,Stránky z deníku /,"Šimečka, Milan,",jk01123018,1988,"Orwell, George,",ruská literatura;perestrojka,glosy
7640,Nesúvislosti /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;fejetony
7641,Čriepky /,"Kadlečík, Ivan,",jn20000728271,1988,,samizdatová literatura;časopisy,slovenské prózy;fejetony
7642,[Texty] /,"Petřivý, Tomáš,",xx0069295,1988,"Petřivý, Tomáš,",slovenští básníci,bio-bibliografické poznámky;slovenská poezie;úryvky
7643,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Frais, Josef,",autobiografie;česká próza,recenze
7644,Srpnový červen /,"Vaculík, Ludvík,",jk01141068,1988,,,české prózy;fejetony
7645,Komuniké /,"Pavlíček, František,",jk01092088,1988,,čeští spisovatelé;disidenti,prohlášení;dokumenty
7646,"Táhni odsud, ty smrade : [Přitáhl za noci. Zvonil jak hasič na svůj zvon.] /","Uhde, Milan,",jk01140606,1988,,Srpen (1968 : Československo),česká poezie
7647,[Návštěvy] /,"Strmeň, Karol,",ola2002153448,1988,"Strmeň, Karol,",slovenští básníci;překlady do slovenštiny;emigrace,slovenská poezie;úvody
7648,Blázniviny /,"Kadlečík, Ivan,",jn20000728271,1988,,literární tvorba;spisovatelé,fejetony
7649,Prečo píšete? /,"Ginsberg, Allen,",jn19990002692,1988,"Ginsberg, Allen,;Bradbury, Ray,;Frisch, Max,;Kundera, Milan,;Beckett, Samuel,",spisovatelé;literární tvorba,ankety
7650,Mimosvět /,"Trefulka, Jan,",jk01140076,1988,,Srpen (1968 : Československo),české povídky
7651,"Z ""Rukopisu přemítání"" /","Rotrekl, Zdeněk,",jk01102796,1988,,Srpen (1968 : Československo),české prózy
7652,Moji Arabové /,"Procházková, Lenka,",jn19990218087,1988,,Srpen (1968 : Československo),české povídky
7653,Extáze - zapomenutý jazyk /,"Ošó,",jn19981001926,1988,"Kabír,;Buddha,",vědomí;všeobecné znalosti;ideologie;náboženská víra;indičtí básníci,pojednání
7654,S čím kdo zachází /,"Pavlíček, František,",jk01092088,1988,,Srpen (1968 : Československo),úvahy
7655,Moje Evropa : se třemi vyobrazeními /,"Vaculík, Ludvík,",jk01141068,1988,,geografie;politika,eseje
7656,Sdělení č. 89 : případ Vladislava Krupičky /,,,1979,"Krupička, Vladislav",soudní procesy;političtí vězni;kultura a ideologie;zahraniční vysílání,zprávy
7657,Konec slavnosti /,"Tigrid, Pavel,",jk01132374,1988,,Srpen (1968 : Československo);Pražské jaro (1968 : Československo);politika;komunismus;refromní komunisté,eseje
7658,"Lid, veřejnost, občanská společnost jako aktér Pražského jara 1968 /","Prečan, Vilém,",jk01101002,1988,"Husák, Gustáv,",Pražské jaro (1968 : Československo);Srpen (1968 : Československo);politika;komunisté,referáty;eseje
7659,"Světlo a stín českých dějin : Zamyšlení nad románem Evy Kantůrkové ""Jan Hus"" /","Janát, Bohumír,",xx0015723,1988,"Kantůrková, Eva,;Hus, Jan,",Češi;křesťanství;dějiny;politika,úvahy
7660,"Srdečně Tě, milá Charto, zdravím! : dopis Chartě 77 z 27. 2. 1979 /","Pallas, Jiří",,1979,"Hutka, Jaroslav,;Třešňák, Vlastimil,;Janouch, František,;Tigrid, Pavel,;Pelikán, Jiří,;Škvorecký, Josef,;Šuchma, Miloš,",politická emigrace;samizdatové časopisy;kultura a ideologie,dopisy
7661,Osud /,"Kratochvil, Jiří,",jn19990209413,1988,"Sýs, Karel,;Pecka, Karel,",čeští básníci,polemiky
7662,Rituál a psaní /,"Kotrlá, Iva,",jn19990209396,1988,,čeští spisovatelé;zakázaní spisovatelé;tendenční literatura,referáty
