,title,author,author code,year,figures,description,genre
7380,Ples upírů v opeře : [Do počítače se jim vloudil virus] /,"Bondy, Egon,",jk01012610,1992,,,česká poezie
7381,Hrát sebe /,"Neduha, Jaroslav Jeroným,",xx0001313,1992,,hudební skupiny;hudebníci;křesťanské písně,rozhovory
7382,Otevřený dopis : Čeští socialisté píší Jamesu Callaghanovi /,"Battěk, Rudolf,",jn19981228042,1978,"Callaghan, James;Gruša, Jiří,;Černý, Václav,;Roubal, Pavel,;Trefulka, Jan,",samizdatová literatura;političtí vězni;literatura a ideologie,dopisy
7383,Zatáčka smrti /,"Kriseová, Eda,",jk01063340,1987,,memoárová literatura,české prózy
7384,S kladivy na rozhlas : Untergrund & Hyper Pop.,,,1992,,hudební skupiny;masmédia,písňové texty;úvody
7385,Nepochopitelná volba /,"Klíma, Ivan,",jk01060513,1987,,,české prózy;české povídky
7386,"Fejetony, články, úvahy došlé do redakce /",,,1978,"Vaculík, Ondřej,;Vaculík, Ludvík,;Hutka, Jaroslav,;Bělíková, Jarmila,;Kantůrková, Eva,;Ruml, Jiří,;Kohout, Pavel,;Bednářová, Otta,;Uhl, Petr,;Trefulka, Jan,;Vaněčková, Dagmar,;Où Rubat-to",samizdatová literatura,seznamy
7387,Agapurnis Fischer /,"Machonin, Sergej,",jk01073028,1987,,,české povídky
7388,Lustrace Rychlých šípů.,,,1992,"Foglar, Jaroslav,;Fischer, Jan,",Rychlé šípy (literární postavy);agresivita,glosy;komiksy
7389,Kulomety u nás na střechách nejsou /,"Uhde, Milan,",jk01140606,1987,,cenzura,české prózy;fejetony
7390,Prozatér nezapadající do rámce /,"Jungmann, Milan,",jk01052189,1987,"Mucha, Jiří,",čeští spisovatelé;česká próza,medailony;kritiky
7391,Počkejte doma..! /,"Vaculík, Ludvík,",jk01141068,1987,,,české prózy;fejetony
7392,[Krátké zprávy] /,,,1978,"Smrkovský, Josef,;Vaculík, Ludvík,;Macháček, Aleš,;Laštůvka, Vladimír,;Kohout, Pavel,",političtí vězni;disidenti;samizdat,zprávy
7393,[Vaněčkovi] /,"Vaněček, František,",jn19990209961,1978,"Vaněčková, Dagmar,",samizdatová literatura;policejní výslech;literatura a ideologie,zprávy
7394,[V rámci trestního stíhání spisovatele Jiřího Gruši] /,,,1978,"Roubal, Pavel,;Gruša, Jiří,;Kohout, Pavel,;Havel, Václav,;Landovský, Pavel,;Uhl, Petr,;Danisz, Josef,",samizdatová literatura;policejní výslech;literatura a ideologie;domovní prohlídka,zprávy
7395,Pokus o nápravu poruchy /,"Urbánek, Zdeněk,",jk01140872,1988,"Brušák, Karel,;Pynsent, Robert B.,;Kyncl, Karel,;Černý, Václav,",čeští spisovatelé,korespondence;polemiky
7396,O Kunderovi jinak /,"Kratochvil, Jiří,",jn19990209413,1988,"Kundera, Milan,",čeští spisovatelé;literární kritici;česká próza;vypravěči;groteskno;ironie,eseje
7397,Artforum /,,,1989,"Srp, Karel,;Skalník, Joska,;Kouřil, Vladimír,;Průša, Josef,",kulturní instituce a organizace;kultura a politika;alternativní kultura;občanská angažovanost,zprávy;prohlášení;stanovy
7398,Chvály i lamenta nad novým Kohoutem. /,"Jungmann, Milan,",jk01052189,1988,"Kohout, Pavel,;Vaculík, Ludvík,",čeští spisovatelé;česká próza;exilová literatura;memoárová literatura,recenze
7399,!rozhovor! /,"Komínek, Pavel,",av20221170717,1992,,hudební skupiny;osobní prezentace,rozhovory
7400,O jednom čině zla /,"Hoffman, Ivan,",jn99240000296,1989,"Stárek, František,",občanská neposlušnost;občanská angažovanost;politická perzekuce;společnost a politika;samizdatové časopisy,úvahy
7401,Praha Jana Palacha : [A tady dusají Picassovi býci.] /,"Holub, Miroslav,",jk01041818,1989,,,česká poezie
7402,Koutek plastickej /,"Havelka, Karel,",av20191038299,1992,"Jirous, Ivan Martin,",hudební skupiny;hudební nahrávky;knihy,rozhovory
7403,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Továrek, František,;Foglar, Jaroslav,",literatura pro děti a mládež;skautské oddíly;rozhovor;socialismus;stávky,referáty;komentáře
7404,Umřel děda /,"Kantůrková, Eva,",jk01052883,1988,,,české prózy
7405,[Jan Pelc a Egon Bondy...] /,,,1992,"Pelc, Jan,;Bondy, Egon,",čeští spisovatelé;podpis;literární život,fotografie;popisky
7406,Obrys léta 1985 /,"Kohout, Pavel,",jk01061137,1988,,,glosy
7407,Vety - apokryfy /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;úryvky
7408,Díra do Ameriky... : původní rozhovor s Mejlou Hlavsou /,"Hlavsa, Milan,",jn20000728182,1992,"Musso, Bob;Jirous, Ivan Martin,",hudební skupiny;hudební nahrávky,rozhovory
7409,Charta 77 - Dokument č. 19 /,"Hejdánek, Ladislav,",jk01040550,1978,"Cibulka, Petr,;Šabata, Jaroslav,;Pospíchal, Petr,",samizdatová literatura;trestní stíhání;kultura a ideologie,zprávy
7410,Srpnový leden /,"Vaculík, Ludvík,",jk01141068,1988,,,české prózy;fejetony
7411,City of Hysteria : první americké album skupiny Půlnoc /,"Riedel, Jaroslav,",mzk2004261086,1992,"Zajíček, Pavel,;Hlavsa, Milan,",hudební skupiny;hudební nahrávky,referáty
7412,Di do prdele ty kurvo zkurvená! /,"Bezděk, Rostislav",,1992,"Hašek, Jaroslav,",vulgarismy;překladatelská činnost;čeští spisovatelé,glosy;slovníky
7413,Zaznamenali jsme pro vás : k 28. 10. 1988 /,"Havel, Václav,",jk01040240,1989,,společnost a politika;dialog;pouliční nepokoje,komentáře
7414,Jan Antonín Morava /,"Morava, Jan Antonín Nepomuk,",jo2002144615,1992,,čeští básníci;literární tvorba;interpretace a přijetí literárního díla;portréty,úvody;česká poezie
7415,Výbor pro lidská práva jmenován : reportáž Karla Srpa /,"Srp, Karel,",jn20001103780,1989,,,reportáže
7416,Kamikadze na Mohanu /,"Rozkošný, Miroslav,",xx0002381,1992,,cyklistická doprava;cyklisté;cestování,reportáže
7417,Veselí gaučíci /,"Hedl, Jan Sahara,",mzk2003181444,1992,"Jirous, Ivan Martin,;Suchý, Jiří,;Šlitr, Jiří,",hudební skupiny;čeští básníci;divadla malých forem,rozhovory
7418,Něco mezi utajovanou skutečností a pornografií /,"Gruntorád, Jiří,",jn20000400824,1989,,cenzura;lidská práva;ilegální tisk,úvahy
7419,A 31-Gun (62 Buns?) Salute to the Military /,"Kupferberg, Tuli,",av20191038295,1992,,války;vojenství,citáty
7420,Za Petra Cibulku /,"Srp, Karel,",jn20001103780,1989,"Cibulka, Petr,",političtí aktivisté;vězni;alternativní kultura;hudba;politická perzekuce;soudní procesy;kultura a politika,portréty
7421,Kauza Cibulka /,Jurisdocteur,,1989,"Cibulka, Petr,",političtí aktivisté;soudní procesy;věznice,zprávy
7422,Podruhé o Actech : pokračování z minulého čísla /,"Gruntorád, Jiří,",jn20000400824,1989,"Goetzová-Stankiewitz, Marketa;Vladislav, Jan,;Gruša, Jiří,;Wilson, Paul R.;Patočka, Jan,;Prečan, Vilém,;Vaculík, Ludvík,",samizdatové časopisy;konference;česká literatura;filozofové;samizdatové edice,články
7423,Neoficiální tisk : v Litvě /,"Sapiets, Marite",,1989,,samizdat;ilegální tisk;samizdatové časopisy;lidská práva;náboženství a společnost;národní identita;bilingvismus;litevština;ruština,články
7424,Už jste to viděli - už jste viděli to?,,,1989,"Kunert, Günter,;Brodskij, Iosif Aleksandrovič,;Jel'cin, Boris Nikolajevič,;Pukalík, Jan,",samizdatové časopisy;ofset,zprávy
7425,"Drobnosti z domova : video, kino, výstava a různé jiné zajímavosti /","Gruntorád, Jiří,",jn20000400824,1989,"Tatarka, Dominik,;Havel, Václav,;Medek, Mikuláš,;Skalník, Joska,;Turba, Ctibor,;Machonin, Sergej,;Říčařová, Věra,;Vítek, František,;Pokorný, Miroslav,",televizní pořady;demonstrace;lidská práva;výstavy;divadlo;divadelní časopisy,přehledy
7426,Úvod : Letící prasata : [Kdyby ses nestaral o to] /,"Waters, Roger,",ola2002151728,1992,,,písňové texty
7427,Kladno.,,,1992,,,písňové texty
7428,Co zajímavého v našich kinech.,,,1989,"Łazarkiewicz, Piotr,;Karpinski, Paweł",dokumentární filmy;hudební festivaly;rock;mládež,zprávy
7429,"17.8.1987 : [Odmykám les,] /","Kriseová, Eda,",jk01063340,1988,,,česká poezie
7430,Rozhovor s Karlem Srpem /,"Srp, Karel,",jn20000710586,1992,"Cibulka, Petr,",nakladatelství a vydavatelství;kulturní život,rozhovory
7431,Rychlé šípy slaví narozeniny /,Hnědý chvost,,1989,"Fischer, Jan,;Foglar, Jaroslav,;Junek, Václav,;Čermák, Bohumír,;Konečný, Bohumil,;Čermák, Marko,;Novák, Miloš,",Rychlé šípy (literární postavy);komiks;dějiny české literatury;ilustrátoři;výročí;výstavy,články
7432,Přemýšlení o Františkovi K. /,"Havel, Václav,",jk01040240,1988,"Kriegel, František,",politici;okupace;morálka;socialismus,eseje
7433,Sdělení č. 39 /,,,1978,"Zmatlík, Jan,",vazba;samizdatová literatura;literatura a ideologie,zprávy
7434,MP interview /,"Vondruška, Josef,",jn99240001373,1992,"Bondy, Egon,;Knížák, Milan,;Vopálka, Milan Dino,;Jirous, Ivan Martin,",hudební skupiny;undergroundová kultura;čeští básníci;český román;emigrace;literární tvorba,rozhovory;úvody
7435,Ivan Polanský na svobodě.,,,1989,"Polanský, Ivan,",samizdat;náboženská literatura;nakladatelé a vydavatelé;politická perzekuce;vězni,zprávy
7436,Únorová poznámka /,"Urbánek, Zdeněk,",jk01140872,1988,"Stalin, Iosif Vissarionovič,",První republika;Srpen (1968 : Československo);politika;dějiny,úvahy;komentáře
7437,Jak se dělá rádio /,"Šíma, Oldřich",xx0170468,1992,"Hrubý, Josef,;Zappa, Frank,",rozhlasová tvorba;česká povídka;rozhlasové stanice,články
7438,Sdělení č. 40 /,,,1978,"Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor;Šimsa, Jan,",samizdatová literatura;soudní procesy;kultura a ideologie,zprávy
7439,"Za socialismus, za demokracii, za Hitlera... /","Bezděk, Rostislav",,1993,,agenti;totalitní režimy;demokracie,fejetony
7440,O soužití Čechů a Němců /,"Brügel, Johann Wolfgang,",jo20000075409,1988,"Pekař, Josef,;Kreibich, Karel,",Češi;Němci;nacionalismus;komunismus,studie
7441,Radost z Plastiků /,"Vlasák, Vladimír,",jn20000402556,1993,"Havel, Václav,;Jirous, Ivan Martin,;Hlavsa, Milan,;Pelc, Jan,",hudební skupiny;biografie;čeští spisovatelé;koncerty,články
7442,"Policajtům se ""miláčku"" neříká /","Šíma, Oldřich",xx0170468,1993,"Marks, Luděk,;Jirous, Ivan Martin,;Krchovský, J. H.,",galerie;knihkupectví;samizdatové časopisy,reportáže
7443,Poutník /,"Lábus Drápal, Vladimír,",jo2006376627,1993,,,české povídky
7444,I tohle je láska /,"Lábus Drápal, Vladimír,",jo2006376627,1993,,,české povídky
7445,Sdělení č. 42 /,,,1978,"Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor",samizdatová literatura;soudní procesy;kultura a ideologie,zprávy
7446,Divadlo jako sebeobrana a jako nostalgie po obyvatelném světě /,"Machonin, Sergej,",jk01073028,1988,"Goldflam, Arnošt,;Vyskočil, Ivan,;Rut, Přemysl,;Turba, Ctibor,;Róna, Jaroslav,;Vorel, Tomáš,",divadla malých forem;divadelní inscenace;postmodernismus,referáty;eseje
7447,Jak chutná Ananas /,"Uhde, Milan,",jk01140606,1988,"Pitínský, Jan Antonín,;Zahradníček, Jan,",divadelní inscenace;divadelní představení,referáty
7448,Pravda poezie /,"Trefulka, Jan,",jk01140076,1988,"Šalda, F. X.",česká poezie;čeští básníci,úvahy
7449,K jiné nehodě na krátkých vlnách /,"Šimečka, Milan,",jk01123018,1988,"Brušák, Karel,;Urbánek, Zdeněk,;Tatarka, Dominik,",slovenští spisovatelé;exil;zakázané knihy;rozhlasové vysílání,polemiky
7450,[Portrét publicisty Jiřího Lederera] /,,,1978,"Lederer, Jiří,",političtí vězni;literatura a ideologie;novináři,zprávy
7451,Dopis prezidentu Československé socialistické republiky /,"Benetková, Marie,",xx0218907,1978,"Erteltová, Zdena,",samizdatová literatura;disidenti;ženy;policejní šikana,dopisy
7452,Skupina československých matematiků se obrací na Výbor francouzských matematiků /,"Benda, Václav,",jn20000400125,1978,"Macháček, Aleš,;Laštůvka, Vladimír,;Müller, Jiří,;Solženicyn, Aleksandr Isajevič,",kultura a ideologie;mezinárodní pomoc;političtí vězni;samizdatová literatura,dopisy
7453,"Fejetony, články došlé redakci /",,,1978,"Ruml, Jiří,;Hübl, Milan,;Hutka, Jaroslav,;Uhl, Petr,;Petřivý, Tomáš,",samizdatová literatura,seznamy
7454,Dopis Charty 77 presidentu dr. Husákovi a generálnímu prokurátorovi dr. Feješovi /,"Kubišová, Marta,",jn19990209439,1978,"Husák, Gustáv,;Feješ, Ján,;Zmatlík, Jan,;Solženicyn, Aleksandr Isajevič,",političtí vězni;lidská práva;soudní procesy;samizdat,dopisy
7455,Sdělení č. 46 /,,,1978,"Uhl, Petr,;Hejdánek, Ladislav,;Shakespeare, William,;Landovský, Pavel,;Hutka, Jaroslav,",policejní šikana;komunismus;bytové divadlo;lidská práva,zprávy
7456,Sdělení č. 47 /,,,1978,"Šavrda, Jaromír,;Solženicyn, Aleksandr Isajevič,;Drtina, Prokop,",samizdatová literatura;domovní prohlídka;vazba,zprávy
7457,Sdělení č. 48 /,,,1978,"Cibulka, Petr,;Chloupek, Libor;Pospíchal, Petr,;Jirous, Ivan Martin,",kultura a ideologie;soudní procesy;komunismus;političtí vězni,zprávy
7458,Vážený pane prezidente /,"Havlíček, Karel,",jn19981001440,1978,"Husák, Gustáv,;Havlíčková, Daniela",politická emigrace;kultura a ideologie;komunismus,dopisy
7459,Z Polsku Przyjechalem /,"Uhl, Petr,",jn19990010012,1978,"Podhrázký, Petr,",disidenti;policejní šikana,fejetony
7460,[Text] /,,,1978,"Ruml, Jiří,",Pražské jaro (1968 : Československo),zprávy
7461,"Otevřený dopis Kurtu Waldheimovi, generálnímu tajemníkovi OSN, a hlavám států, jejichž představitelé podepsali Závěrečný akt helsinské konference /","Kubišová, Marta,",jn19990209439,1978,"Waldheim, Kurt,;Landovský, Pavel,;Cibulka, Petr,;Chramostová, Vlasta,;Lederer, Jiří,",političtí vězni;kultura a ideologie;samizdatová literatura,dopisy
7462,Sdělení č. 55 /,,,1978,"Cibulka, Petr,;Pospíchal, Petr,;Chloupek, Libor",alternativní kultura;soudní procesy;kultura a ideologie,zprávy
7463,V mlčaní zosilnel mi hlas /,"Silan, Janko,",jn19990007954,1987,"Silan, Janko,;Deml, Jakub,",slovenští básníci;kněží,slovenská poezie;slovenské prózy;autobiografie;medailony;bibliografie
7464,[Zpráva] /,,,1978,"Šabata, Jaroslav,;Lampe, Gerhard,;Pelinka, Anton,;Kohout, Pavel,",komunismus;mezinárodní spolupráce,zprávy
7465,"Čas sumarizácie : venované pamiatke troch mladých chlapcov: Alberta Púčika, Antona Tunegu a Eduarda Tesára /","Mikloško, František,",jn19990210429,1987,"Novomeský, Ladislav,;Púčik, Albert,;Tunega, Anton,;Tesár, Eduard,",komunismus;odbojové organizace;slovenští spisovatelé;literární dílo,články
7466,"Básne, scénár, koláž /","Šebek, Karel,",jk01122590,1987,"Šebek, Karel,",čeští básníci,česká poezie;scénáře;medailony;bibliografie
7467,[Zpráva] /,,,1978,"Hutka, Jaroslav,;Řeháková, Zdenka",literatura a ideologie;samizdatová literatura;výpověď z pracovního poměru,zprávy
7468,[Zpráva] /,,,1978,"Vaculík, Ludvík,",český fejeton;samizdatová literatura,zprávy
7469,Űberfressene grosstadt wievielmal bist du Prag? /,"Chadima, Mikoláš,",jn20000400371,1989,"Chadima, Mikoláš,;Bittová, Iva,;Hlavsa, Milan,;Wernisch, Ivan,",hudebníci;alternativní kultura;hudební skupiny;undergroundová kultura;hudební styly;hudba a společnost;rock;punk (hudba);hudba a literatura,rozhovory;biografické poznámky
7470,[Zpráva] /,,,1978,"Kubišová, Marta,;Hutka, Jaroslav,;Karásek, Svatopluk,;Soukup, Karel,;Třešňák, Vlastimil,",Pražské jaro (1968 : Československo);písničkáři;kultura a ideologie,zprávy
7471,Madam Edwarda /,"Bataille, Georges,",jn20000600658,1987,,,francouzské prózy;poznámky
7472,Odpověď na otázku : co je to artforum?,,,1989,"Srp, Karel,;Skalník, Joska,;Kouřil, Vladimír,;Průša, Josef,",kulturní instituce a organizace,články
7473,Eseje o Georges Bataillovi : La prise de la Concorde /,"Hollier, Denis",uk2012690693,1987,"Bataille, Georges,;Sókratés,;Platón,;Parmenidés z Eleje,;Breton, André,",francouzští spisovatelé;literární dílo;skatologie;surrealismus (literatura);antická filozofie,eseje
7474,Nahlédnutí pod povrch /,M. J.,,1988,"Ejdel'man, Natan Jakovlevič,;Astaf'jev, Viktor Petrovič,",rasismus;antisemitismus,korespondence;komentáře
7475,/Byl/ čas Vánoc /,"Malý, Václav,",jn19990209513,1989,"Kamphaus, Franz,",,kázání
7476,Muž paradoxov /,"Hoffman, Ivan,",jn99240000296,1988,"Havel, Václav,",političtí vězni;dramatici;disidenti,úvahy;reportáže
7477,Pripomienky /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;fejetony
7478,"Významné dny, vybraná data... /","Klíma, Ivan,",jk01060513,1988,,kalendáře;státní svátky;komunistická propaganda,komentáře
7479,Fejtóny pre Hanku /,"Šolc, Jaroslav,",jk01130697,1988,,,slovenské prózy;fejetony
7480,Srpnový Únor /,"Vaculík, Ludvík,",jk01141068,1988,,,české prózy;fejetony
7481,Děti v Černobýlově zajetí aneb co všechno se událo před slunce západem /,"Benda, Václav,",jn20000400125,1989,,,pohádky
7482,Studie postavení ideové a emotivní zaujatosti v časoprostoru /,"Vacek, Eduard,",jo20010086892,1989,,,české romány;úryvky
7483,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Dostál, Zeno,;Pludek, Alexej,;Veverka, Svatopluk,",česká próza;spisovatelé,recenze;anotace
7484,O české malosti : a také velikosti /,"Mezník, Jaroslav,",jk01081384,1988,,Češi;národní identita;národní mentalita;dějiny;politika,eseje
7485,V Čechách je sranda /,"Taťoun, Petr,",kup19950000100535,1989,,publicistika;novináři,fejetony
7486,[Vážení přátelé] : Dolores Šavrdová žádá o pomoc pro svého vězněného muže /,"Šavrdová, Dolores,",xx0240732,1978,"Šavrda, Jaromír,",političtí vězni;samizdatová literatura;kultura a ideologie,dopisy
7487,Babylónský astrolog : tříkrálová : [Jít za hvězdou] /,"Červenka, Miroslav,",jk01021682,1988,,,česká poezie
7488,Do nového roku /,,,1978,,samizdatové časopisy;komunismus;alternativní kultura,úvodníky
7489,Bývalí poslanci ARS Filozofické fakulty UK na obranu Jana Zmatlíka /,"Suk, Jaroslav,",jn19990009998,1978,"Zmatlík, Jan,",samizdatová literatura;kultura a ideologie;političtí vězni,zprávy
7490,Rozloučení s Liborem Fárou /,"Topol, Josef,",jk01132796,1988,"Fára, Libor,",scénografové,nekrology
7491,Navrávačky,"Tatarka, Dominik,",jn19990008429,1987,,,autobiografie
7492,Švédské poledne /,"Kratochvil, Jiří,",jn19990209413,1988,,,české prózy
7493,Trhliny /,"Mansour, Joyce,",xx0017812,1987,,,francouzská poezie
7494,Kytice /,"Mezník, Jaroslav,",jk01081384,1988,"Šimsa, Jan,;Mezník, Jaroslav,;Masaryk, Tomáš Garrigue,;Janáček, Leoš,",,české prózy;zprávy
7495,Smrt egyptské spisovatelky Joyce Mansourové /,"Drachline, Pierre,",pna2017950391,1987,,básnířky;surrealismus (literatura);francouzsky psaná poezie;smrt,medailony;francouzsky psaná poezie
7496,Joyce Mansourová - (1928-1986) /,"Lambert, Jean-Clarence,",xx0042848,1987,"Mansour, Joyce,",básnířky;surrealismus (literatura);francouzsky psaná poezie,úvahy
7497,Joyce Mansourová aneb Svoboda lásky /,"Jouffroy, Alain,",xx0157054,1987,"Mansour, Joyce,",básnířky;surrealismus (literatura);francouzsky psaná poezie,úvahy
7498,Lajos Kassák /,"Ecksteinová, Ruth",,1987,"Kassák, Lajos,",maďarští básníci;malíři;konstruktivismus (umění),eseje
7499,Dva : Poznámky k promluvě o Jiřím Ortenovi a Ivanu Blatném /,"Urbánek, Zdeněk,",jk01140872,1988,"Orten, Jiří,;Blatný, Ivan,;Lederer, Josef,",čeští básníci;literární směry;Židé;druhá světová válka (1939-1945),vzpomínky;eseje
7500,Rozhovor /,"Burroughs, William S.",jn19990009775,1987,"Ginsberg, Allen,",CUT UP metoda;literární texty;literární tvorba;prognózy,rozhovory
7501,Božie požehnanie /,"Mikloško, František,",jn19990210429,1987,"Solženicyn, Aleksandr Isajevič,",Boží milosrdenství;požehnání (modlitby);ruští spisovatelé,úvahy
7502,Pavlíčkův pokus o sebepochopení /,"Jungmann, Milan,",jk01052189,1988,"Pavlíček, František,",česká próza;vzpomínky;samizdatová literatura,recenze
7503,Souhrnné sdělení - Sdělení č. 63 /,,,1978,"Cibulka, Petr,;Jirous, Ivan Martin,;Macháček, Aleš,",političtí vězni;undergroundová kultura;lidská práva;samizdat,zprávy
7504,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Turnovský, Josef Ladislav,;Kuběna, Jiří,;Štrougal, Lubomír,;Kubátová, Marie,;Janíček, Karel,;Paukert, Jiří,",česká próza;čeští spisovatelé,recenze
7505,Komu jarní slunce svítí /,"Kantůrková, Eva,",jk01052883,1988,"Anežka Česká,",,české prózy;fejetony
7506,Kde je jaro? /,"Procházková, Lenka,",jn19990218087,1988,,,české prózy;fejetony
7507,Jaro je tady /,"Trefulka, Jan,",jk01140076,1988,,,české prózy;fejetony
7508,Předjarní lhaní /,"Šimečka, Milan,",jk01123018,1988,,,české prózy;fejetony
7509,A je tu jar /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;fejetony
7510,Jaro je tady /,"Vaculík, Ondřej,",jo2002159913,1988,,,české prózy;fejetony
7511,Jaro je tady /,"Vaculík, Ludvík,",jk01141068,1988,,,české prózy;fejetony
7512,[Zas] /,"Přibíková, Jana,",jo2003193304,1988,,,česká poezie
7513,Navrávačky :,"Tatarka, Dominik,",jn19990008429,1987,,,autobiografie;bibliografie;biografické poznámky
7514,Desať básní zo zbierky Duté ticho (1987) /,"Pastier, Oleg,",ola2002152457,1987,"Palivec, Josef,;Petřivý, Tomáš,",,slovenská poezie
7515,Dopis Adamu Michnikovi /,"Michnik, Adam,",jn19990005706,1988,"Cohn-Bendit, Daniel,;Michnik, Adam,;Kuroń, Jacek,",politika;revoluce;politická opozice;komunismus,korespondence;rozhovory;komentáře
7516,"Bez rytmu, rýmov a jemnocitu /",-po-,,1987,"Lajčiak, Milan,",slovenští básníci;literární tvorba;smrt,vzpomínky
7517,Přistižen s mirindou /,"Olič, Jiří,",jn19990218077,1987,"Lajčiak, Milan,",slovenští básníci;literární tvorba;smrt,vzpomínky
7518,Naše tradice a meze růstu /,"Klíma, Ivan,",jk01060513,1988,,kulturní dějiny;totalitní režimy,referáty;úvahy
7519,"Odpusťte, pane profesore /","Urbánek, Zdeněk,",jk01140872,1988,"Novák, Arne,;Orten, Jiří,;Havel, Rudolf,;Grund, Antonín,",,komentáře
7520,Stretnutie /,"Eibel, Stephan,",xx0003919,1988,"Tatarka, Dominik,",slovenští spisovatelé;literární konference;evropský román,bio-bibliografické poznámky;referáty
7521,Strach /,"Šimečka, Martin M.",jn19990209853,1988,,,slovenské prózy;slovenské povídky
7522,Podobenstvá /,"Borges, Jorge Luis,",jn19981000310,1988,"Alighieri, Dante,;Cervantes Saavedra, Miguel de,",italští básníci;španělští spisovatelé,španělsky psané prózy
7523,"Alexander Kušner : Pátý živel (Odeon, ed. Plamen) /",-js-,,1988,"Kušner, Aleksandr Semenovič,",ruští básníci;ruská poezie,recenze
7524,"Ted Hughes : Jeskynní ptáci (Odeon, ed. Plamen) /",-js-,,1988,"Hughes, Ted,",angličtí básníci;anglická poezie,recenze
7525,Odkaz Jana Patočky a naše dluhy /,"Neveselý, Deziderius",,1988,"Patočka, Jan,",filozofové;podzemní univerzita,medailony
7526,"Pravidlá hry : Ján Johanides, Pochovávanie brata /","Šimečka, Martin M.",jn19990209853,1988,"Johanides, Ján,",slovenští spisovatelé;slovenská povídka,recenze
7527,Hořký plod všeho zlého /,"Uhde, Milan,",jk01140606,1988,"Pohorský, Miloš,;Kainar, Josef,;Mikulášek, Oldřich,",čeští básníci;editoři;česká poezie;básnické sbírky,recenze;kritiky
7528,Nesnesitelná lehkost fejetonů Ludvíka Vaculíka /,"Pecka, Karel,",jk01092241,1988,"Vaculík, Ludvík,",samizdatová literatura;čeští spisovatelé,recenze;komentáře
7529,"Moc lehko jsme uvěřili, že krása neochrání /","Trefulka, Jan,",jk01140076,1988,"Herbert, Zbigniew,;Barańczak, Stanisław,",polští básníci;samizdatová literatura,komentáře;recenze
7530,Věneček jako třaskavina /,"Richterová, Sylvie,",jn19990209718,1988,"Hiršal, Josef,",samizdatová literatura;memoárová literatura,recenze
7531,Kniha o životě a smrti V. Kaprálové /,"Jungmann, Milan,",jk01052189,1988,"Mucha, Jiří,;Kaprálová, Vítězslava,",memoárová literatura;hudebníci,recenze
7532,Z katalogu čtenářských záznamů /,"Kotrlá, Iva,",jn19990209396,1988,"Chaloupka, Otakar,;Žižka, Otokar,;Mikulášek, Oldřich,",čeští spisovatelé;básnické sbírky,recenze
7533,SiO2 /,"Kadlečík, Ivan,",jn20000728271,1988,,,slovenské prózy;fejetony
7534,Tri dni v jednom meste /,"Pastier, Oleg,",ola2002152457,1988,,demonstrace;křesťané,zprávy
7535,Stránky z denníka /,-mt-,,1988,,Velikonoce;demonstrace;křesťané,úvahy
7536,SiO² : besednica /,"Kadlečík, Ivan,",jn20000728271,1988,,demonstrace;skutečnost;metafora,fejetony
7537,Hodina Bratislavy /,"Ponická, Hana,",jn19990209681,1988,,Velikonoce;demonstrace,reportáže
7538,Stroj času /,"Frišová, Marta,",js20100624001,1988,"Asimov, Isaac,",čas;štěstí;smrt;umění,úvahy
7539,Prečo píšete /,"Calvino, Italo,",jn19990001307,1988,"Calvino, Italo,;Dürrenmatt, Friedrich,;Burroughs, William S.;Heller, Joseph,;Mailer, Norman,",literární tvorba,bio-bibliografické poznámky;ankety
7540,Stránky z denníka /,"Gombrowicz, Witold,",jn19990002771,1988,"Gombrowicz, Witold,;Schulz, Bruno,;Witkiewicz, Stanisław Ignacy,",literární tvorba;polští spisovatelé;umění,bio-bibliografické poznámky;vzpomínky
7541,Posledné slová mojim tieňom : úvahy a básne Gregorry Orra /,"Orr, Gregory,",av20191038280,1988,"Orr, Gregory,",američtí básníci,bio-bibliografické poznámky;americká poezie;bibliografie;úvahy
7542,Setkání v Nové Vísce /,,,1978,,undergroundová kultura;přátelé a spolupracovníci;kultura a ideologie,zprávy
7543,[Záznamy] /,"Canetti, Elias,",jn19990001316,1988,"Canetti, Elias,",knihy;myslitelé;básníci;hudba,bio-bibliografické poznámky;úvahy
7544,[Básně] /,"Pastier, Oleg,",ola2002152457,1988,,,slovenská poezie
7545,Vyšel filozofický sborník /,,,1978,"Heidegger, Martin,;Patočka, Jan,;Rombach, Heinrich,",samizdatové časopisy;filozofie,zprávy
7546,Žart /,"Tatarka, Dominik,",jn19990008429,1988,,,slovenské prózy
7547,"Písnička o Hradci Králové : [Těžké, dusivé a horké] /","Tarkowski, Jacek",,1988,,Srpen (1968 : Československo),poezie
