,title,author,author code,year,figures,description,genre
201,Petr Jefimovič Antokolskij /,Sirius,,1958,"Peroutka, Ferdinand,",osobnosti,články
202,Před čtvrtstoletím /,Benedikt,,1958,"Kisch, Egon Erwin,",maďarská literatura,medailony
203,"Archiv Bohemia, : Katalog 1959.",,,1959,,katalogy;exilová literatura;vědecké instituce a organizace,zprávy
204,Boj o vědeckou pravdu /,"Březina, Josef,",jx20060117028,1959,"Matoušek, Ladislav,",starší česká literatura,recenze
205,Obnovuje se boj o Rukopisy /,"Kopecký, Rudolf,",jk01061689,1959,,starší česká literatura,články
206,Jan Karník zemřel /,"Jindra, J.",,1959,"Karník, Jan,",osobnosti,nekrology
207,Z románu Karla Ptáčníka.,,,1959,"Ptáčník, Karel,",česká próza,poznámky
208,Za Karlem Loulou /,FeS,,1959,"Loula, Karel,",osobnosti,nekrology
209,Rub a líc /,"Straka, V.",,1960,"Radimský, Ladislav,",literatura,recenze
210,Tradice a česká státnost /,"Šelda, Jiří",,1960,"Loula, Karel,",literatura,recenze
211,Archiv Bohemia /,F.C.S.,,1960,,exil;literární druhy,zprávy
212,Koexistencialisté v exilu /,MTP,,1960,"Tigrid, Pavel,",exilový tisk,kritiky
213,"Robert Vlach, Princezna /","Klánský, Jan Josef",pna2012712844,1960,"Vlach, Robert,",česká poezie,recenze
214,Umučený básník /,"Jindra, J.",,1960,"Zahradníček, Jan,",osobnosti,paměti
215,Nad knihou V. L. Borina /,Sigma,,1960,"Borin, V. L.",bulharská literatura,recenze
216,Básníkův hlas v boji o lidský svět.,,,1955,"Čep, Jan,",literatura,úvahy
217,Spisovatel se dívá na komunisty : Zasedání Penklubu ve Vídni,,,1955,,literární druhy,referáty
218,O budoucnost překrásné knižní edice.,,,1955,"Javor, Pavel,",literatura pro děti,recenze
219,Úvodem : Slovo vydavatele /,"Pejskar, Jožka,",jn19990209641,1955,"Stránský, Luděk,",nakladatelé a vydavatelé;exilový tisk,úvodníky
220,Monografie o malíři Kohoutovi /,"Pejskar, Jožka,",jn19990209641,1955,"Lecoque-Kohout, Alois;Trnka, Jaroslav",osobnosti,recenze
221,In memoriam Luďka Stránského /,"Šklíbová, Hana,",jk01130302,1955,"Stránský, Luděk,",publicisté;exilový tisk;nakladatelé a vydavatelé,medailony
222,Kruh poezie a prózy z kávové země /,"Pejskar, Jožka,",jn19990209641,1955,"Štěrba, Francisco Carlos,",osobnosti,recenze
223,Čs. pas Thomasu Mannovi /,"Haas, Willy,",jk01032889,1955,"Mann, Thomas,",maďarská literatura,paměti
224,"Dílo, které je třeba číst, : Německý román o ""Jaroslavu Svobodovi"" /",jr.,,1955,"Tau, Max,",maďarská literatura,recenze
225,Sjezd prodejných spisovatelů : Opěvatelé Stalina a Gottwalda sněmují /,"Netík, Jaromír,",jn19990209584,1956,,literární druhy;česká literatura,komentáře
226,Co odhalil sjezd čs.spisovatelů : Špinavé prádlo naší literatury nelze vyprat z jedné vody načisto /,"Netík, Jaromír,",jn19990209584,1956,"Nezval, Vítězslav,;Bezruč, Petr,",literární žánry,referáty
227,Radostná zpráva: nové knihy : Pět nových knih na vánočním stole /,"Tumlíř, Jan Vladimír,",jk01140402,1956,"Štědrý, Vladimír,;Javor, Pavel,;Popera, Emanuel Jindřich,;Listopad, František,;Kolár, Jan M.,",česká literatura,recenze
228,Nová knížka : - Peníz exulantův /,(R),,1956,,česká literatura,recenze
229,Básnířka ženské duše /,J. K.,,1956,"Benešová, Božena,",osobnosti,medailony
230,25 let od smrti Viktora Dyka /,J. K.,,1956,"Dyk, Viktor,",osobnosti,medailony
231,T.G.Masaryk o Havlíčkovi : Sté výročí smrti K.H.Borovského /,"Dresler, Jaroslav,",jk01023057,1956,"Havlíček Borovský, Karel,",osobnosti,medailony
232,Novinář a čtenář : Na okraj památky Vl.Peroutky /,"Tomáš, František,",ola2003169607,1956,"Peroutka, Vladimír,",osobnosti,nekrology
233,(Naši v cizině a spisovatel v exilu.) /,(R),,1956,"Svatoš, Bedřich,",osobnosti,recenze
234,Nový svazek povídek Vl.Štědrého /,"Dresler, Jaroslav,",jk01023057,1956,"Štědrý, Vladimír,",osobnosti,recenze
235,Zastávka u Josefa Kajetána Tyla /,(R.),,1956,"Tyl, Josef Kajetán,;Havlíček Borovský, Karel,;Šalda, F. X.",osobnosti,fejetony
236,"Touto ukázkou z knihy : Lidé, které jsem potkal cestou (Fr.Borový 1939)... /","Dresler, Jaroslav,",jk01023057,1956,"Valenta, Edvard,",osobnosti,poznámky
237,Zrada v české literatuře : K.Sabina a J.Fučík. (Náčrtek k větší práci.) /,"Dresler, Jaroslav,",jk01023057,1957,"Fučík, Julius,;Herben, Ivan,;Hostovský, Egon,;Sabina, Karel,",dějiny české literatury,studie
238,Čs. spisovatelé o Polsku a Maďarsku : Odklon od Moskvy - Vyjde Kafkův Proces - Obdiv pro R.M.Rilkeho.,,,1957,"Salisbury, Harrison E.;Fikar, Ladislav,",literatura pro děti a mládež;česká literatura,recenze
239,Umění a exil : 1-4 /,"Dresler, Jaroslav,",jk01023057,1957,"Kolár, Jan M.,;Baby, J. K.,",česká literatura;exilová literatura;nakladatelské edice;exilový tisk,úvahy
240,Petr Bezruč devadesátiletý,,,1957,"Bezruč, Petr,",osobnosti,medailony
241,Sto let Jana Herbena : Významné májové jubileum /,"Falta, Josef,",jk01030716,1957,"Herben, Jan,",osobnosti,studie
242,F.Kupka a Z.Němeček mrtvi : Těžká ztráta pro československou kulturu /,"Dresler, Jaroslav,",jk01023057,1957,"Němeček, Zdeněk,",osobnosti,nekrology
243,Z Šaldova zápisníku : Významné kulturní jubileum /,"Dresler, Jaroslav,",jk01023057,1957,"Šalda, F. X.",osobnosti,medailony
244,Za bojovníkem o zítřek : Jubileum F.X.Šaldy /,"Záruba, Václav",,1957,"Šalda, F. X.",osobnosti,studie
245,"Miloš Vaněk, : novinář a publicista...",,,1957,"Vaněk, Miloš,",osobnosti,medailony
246,Zpověď H. Fasta.,,,1957,"Fast, Howard,",bulharská literatura,zprávy;články;úryvky
247,Kulturní koexistence v praxi /,"Dresler, Jaroslav,",jk01023057,1957,"Blancpain, Marc,;Pistorius, Jiří,",finská literatura,poznámky
248,Nové knihy /,"Podivínský, Miroslav",kpwa5015,1958,"Mokrý, Adolf,",literatura,recenze
249,Exulantské epištoly /,"Den, Petr,",jk01022204,1958,,literatura,eseje
250,Nový pravopis /,"Pejskar, Jožka,",jn19990209641,1958,,literatura,komentáře
251,Čs. exiloví vědci a umělci se sdružují : Společnost pro vědu a umění při Čs. národní radě americké /,"Den, Petr,",jk01022204,1958,,literární druhy,rozhovory
252,"""Kulturní agrese"" na západ : Československo ve světové knižní produkci /","Dresler, Jaroslav,",jk01023057,1958,,literatura pro děti,komentáře
253,Nová kulturní revue Archa /,R,,1958,,exilový tisk;kulturní periodika;cenzura,poznámky
254,Spisovatelé a 28. říjen 1918 : Národní přísaha /,"Dresler, Jaroslav,",jk01023057,1958,,česká literatura,články
255,Knížka o dirigované literatuře /,"Dresler, Jaroslav,",jk01023057,1958,"Bernard, Vilém,",česká literatura,recenze
256,Exil a kniha : Literární bilance deseti let /,"Strnad, Jaroslav,",jn99240001138,1958,,literatura pro děti;česká literatura,studie
257,70. výročí narození E. Basse : Vzpomínka na staré Lidovky,,,1958,"Bass, Eduard,",osobnosti,medailony
258,Za básníkem Petrem Bezručem : Stesk ve slezské zemi /,"Ranoš, Jan",,1958,"Bezruč, Petr,",osobnosti,medailony
259,Douška o Vladimíru Vaškovi /,"Ranoš, Jan",,1958,"Bezruč, Petr,",osobnosti,paměti
260,Vědecký spis a politický pamflet : Dvakrát o naší tragédii /,"Dresler, Jaroslav,",jk01023057,1958,"Fussenegger, Gertrud,",,recenze
261,"""Nic jsem nezapomněl."" /","Dresler, Jaroslav,",jk01023057,1958,"Haas, Willy,",maďarská literatura,recenze
262,Esejista Petr Den /,"Dresler, Jaroslav,",jk01023057,1959,"Den, Petr,",literatura,recenze
263,Meditace politická : Spisovatelův odkaz /,"Němeček, Zdeněk,",jk01083150,1959,,literatura,eseje
264,Sjezd stalinské kultury /,"Dresler, Jaroslav,",jk01023057,1959,,literární druhy;literatura,komentáře
265,Meditace nad hrobem Bohuslava Martinů /,"Dresler, Jaroslav,",jk01023057,1959,"Martinů, Bohuslav,",literatura,nekrology
266,Statečná kniha /,"Horský, František",,1959,"Radimský, Ladislav,",literatura,recenze
267,Prospekty a knihy /,"Dresler, Jaroslav,",jk01023057,1959,"Škvorecký, Josef,",literární druhy,referáty
268,Ošklivý dokument /,"Den, Petr,",jk01022204,1959,"Kunc, Jaroslav,",česká literatura,recenze
269,E.F. Burian zemřel /,"Dresler, Jaroslav,",jk01023057,1959,"Burian, Emil František,",osobnosti,poznámky
270,Úspěšný exilový román /,"Dresler, Jaroslav,",jk01023057,1959,"Kolár, Jan M.,",osobnosti,recenze
271,Dr. O.Machotka šedesátníkem,,,1959,"Machotka, Otakar,",osobnosti,medailony
272,Šedesátiny prof. Otakara Odložilíka /,"Kratochvil, Antonín,",jk01062954,1959,"Odložilík, Otakar,",osobnosti,medailony
273,Jaro Stránský pětasedmdesátníkem : politik a novinář /,-t.,,1959,"Stránský, Jaroslav,",osobnosti,medailony
274,Malá literární komedie /,"Dresler, Jaroslav,",jk01023057,1959,"Škvorecký, Josef,",osobnosti,komentáře
275,O definici mládí : Nad jednou knihou /,"Den, Petr,",jk01022204,1959,"Škvorecký, Josef,",osobnosti,úvahy
276,Chudá nabídka /,"Dresler, Jaroslav,",jk01023057,1959,"Vlach, Robert,;Čep, Jan,",osobnosti,glosy
277,75 let M. Broda : Básník a náš přítel /,"Dresler, Jaroslav,",jk01023057,1959,"Brod, Max,",maďarská literatura,studie
278,Literární svět /,"Haas, Willy,",jk01032889,1959,"Haas, Willy,",maďarská literatura,paměti
279,Peroutkův Demokratický manifest /,"Horský, František",,1960,"Peroutka, Ferdinand,",literatura,recenze
280,Komunistický pohled na naše dějiny /,"Dresler, Jaroslav,",jk01023057,1960,,literatura,recenze
281,Knižní svědectví k 10. výročí popravy dr. Milady Horákové : Portrét hrdinné ženy /,-vna-,,1960,"Feierabendová, Jana",literatura,recenze
282,Obrana detektivky : Obrat v sovětské literatuře /,J. V.,,1960,"Šaginjan, Mariètta Sergejevna,;Christie, Agatha,",bulharská literatura;literární teorie;ruská literatura,komentáře
283,České knihy v Novém Yorku /,"Dresler, Jaroslav,",jk01023057,1960,,bible;starší česká literatura,referáty
284,Antonín Bartoš padesátiletý.,,,1960,"Bartoš, Antonín",osobnosti,medailony
285,Belgické Kongo očima českého spisovatele /,"Kratochvil, Antonín,",jk01062954,1960,"Brom, Ladislav,",osobnosti;cestopisy;překlady do němčiny,recenze
286,Hostovského Půlnoční pacient konečně česky /,"Den, Petr,",jk01022204,1960,"Hostovský, Egon,",osobnosti,recenze
287,Básnický přelud domova /,"Dresler, Jaroslav,",jk01023057,1960,"Javor, Pavel,",osobnosti,recenze
288,Dr. Jan Löwenbach oslavil osmdesátiny /,"Drábek, Jaroslav,",jk01022933,1960,"Löwenbach, Jan,;Budín, J. L.,",osobnosti,medailony
289,Životem postrkovaní : Nový román o poražené buržoazii /,"Dresler, Jaroslav,",jk01023057,1960,"Ptáček, Ladislav,",osobnosti,recenze
290,Před desíti lety zemřel Luděk Stránský /,"Šklíbová, Hana,",jk01130302,1960,"Stránský, Luděk,",osobnosti,medailony
291,Bohatýr trampů a študáků umřel /,"Dresler, Jaroslav,",jk01023057,1960,"Žák, Jaroslav,",osobnosti,nekrology
292,Literát na scestí /,"Netík, Jaromír,",jn19990209584,1960,"Ženatý, Berty,",publicistika;exilová publicistika,kritiky
293,Setkání s Ántonií /,"Drábek, Jaroslav,",jk01022933,1960,"Cather, Willa Sibert,;Odložilík, Otakar,",bulharská literatura,paměti
294,Když přestaly líbánky /,"Drábek, Jan,",jk01022931,1960,"Gibbon, Constantine Fitz",bulharská literatura,recenze
295,Básník moře /,"Sadílek, Josef J.",,1960,"Saint-John Perse,",literární druhy;finská literatura,medailony
296,Přátelství s Leošem Janáčkem. - Boj o Její pastorkyňu /,"Brod, Max,",jk01013137,1960,"Brod, Max,;Janáček, Leoš,",německá literatura,paměti
297,Soudruh-spisovatel se zlobí /,(-enk),,1961,"Březovský, Bohumil",osobnosti,glosy
298,"Ladislav Feierabend, : Ve vládách druhé republiky /","Bušek, Vratislav,",jk01020459,1961,"Feierabend, Ladislav Karel,",osobnosti,recenze
299,Zemřel spisovatel Jan Vrba.,,,1961,"Vrba, Jan,",osobnosti,nekrology
300,První sjezd čs. vědců a kulturních pracovníků v zahraničí /,"Duben, Vojtěch N.,",jk01023179,1962,,literární druhy,referáty
301,Zemřela statečná žena /,"Dresler, Jaroslav,",jk01023057,1962,"Čapková, Helena,",osobnosti,nekrology
302,Papež Jan XXIII. vyznamenal Jana Čepa /,"Heidler, Alexander,",jk01040499,1962,"Čep, Jan,",osobnosti,rozhovory
303,K šedesátinám Jana Čepa /,"Podivínský, Miroslav",kpwa5015,1962,"Čep, Jan,",osobnosti,medailony
304,Odchod umlčeného básníka... /,"Podivínský, Miroslav",kpwa5015,1962,"Durych, Jaroslav,",osobnosti,nekrology
305,"Jeden z posledních ""pátečníků"" /","Dresler, Jaroslav,",jk01023057,1962,"Kopta, Josef,",osobnosti,nekrology
306,Z pohnuté historie Lašské lidové republiky /,"Duben, V.N.,",,1962,"Łysohorsky, Óndra,",osobnosti,studie
307,Zemřel básník přírody /,r,,1962,"Marcha, Jaroslav,",osobnosti,nekrology
308,"Za noci, kdy umíral /","Vaněk, Miloš,",jk01141527,1962,"Masaryk, Tomáš Garrigue,;Čapek, Karel,",osobnosti,paměti
309,Originál dopisu B.Němcové objeven v Americe? /,-vj-,,1962,"Lambl, Vilém Dušan,;Němcová, Božena,",osobnosti,poznámky
310,Božena Němcová by se divila /,"Pejskar, Jožka,",jn19990209641,1962,"Němcová, Božena,",osobnosti,komentáře
311,Nová Rašínova kniha o Brazílii.,,,1962,"Rašín, Miroslav,",osobnosti,recenze
312,Vycházel jen za šera... : Podivuhodný život Karla Sabiny /,"Brod, Max,",jk01013137,1962,"Sabina, Karel,",pražská německá literatura;osobnosti,biografie
313,Pětašedesátka Miloše Vaňka.,,,1962,"Vaněk, Miloš,",osobnosti,medailony
314,Naši krajané ve Svaté zemi /,"Oplt, Jiří",,1962,,francouzská literatura,reportáže
315,Naše kulturní bilance po patnácti letech /,"Den, Petr,",jk01022204,1963,,česká literatura;literatura,eseje
316,"""Kult osobnosti nespadl s nebe..."" : Na 3. sjezdu čs. spisovatelů v Praze.",,,1963,"Hykisch, Anton,;Blažek, Vratislav,",literární druhy;česká literatura,projevy
317,Bohatý publikační program SVU /,Tisk.služba SVU,,1963,"Wellek, René,",česká literatura,referáty
318,K publikační činnosti Společnosti pro vědy a umění.,,,1963,,literatura pro děti,články
319,"Čerstvý vzduch zavanul na čs. kulturních nivách : Není senzací, není změny kursu, není návratu? /","Duben, Vojtěch N.,",jk01023179,1963,"Blažek, Vratislav,;Bublík, Ladislav,;Šotola, Jiří,",exil;česká literatura,studie
320,"Nad obzorem není vidět nové slunko komunismu : O švejkovském typu ""socialistického člověka"" /","Duben, Vojtěch N.,",jk01023179,1963,"Bublík, Ladislav,",osobnosti,studie
321,Karel Čapek /,"Čapek, Josef,",jk01021020,1963,"Čapek, Karel,",osobnosti,nekrology
322,Čtvrtečníci u Karla Čapka /,"Vaněk, Miloš,",jk01141527,1963,"Čapek, Karel,",osobnosti,paměti
323,Oslavy Čepovy šedesátky.,,,1963,"Čep, Jan,;Queffelec, Henri,",osobnosti,referáty
324,"Dlouhá, poslední noc svobody : Divadelní hra o Janu Masarykovi /",m (Florida),,1963,"Valency, Maurice,;Masaryk, Jan,;Lania, Leo,",bulharská literatura,referáty
325,Beseda s Johannesem Urzidilem /,"Urzidil, Johannes,",jk01140912,1963,"Urzidil, Johannes,;Kafka, Franz,",maďarská literatura,rozhovory
326,Aparát se zlobí na kulturu /,JM,,1964,,kulturní časopisy;kultura a ideologie;literatura,komentáře
327,Co se změnilo? /,"Dresler, Jaroslav,",jk01023057,1964,"Selucký, Radoslav,;Kosík, Karel,",literatura;kulturní časopisy;publicistika,komentáře
328,Ledy se hnuly /,"Oswan, Jan",,1964,"Duben, Vojtěch N.,",literatura,recenze
329,Kongres exilových spisovatelů v Berlíně /,"Kratochvil, Antonín,",jk01062954,1964,,exiloví spisovatelé;exilová literatura;kongresy,referáty
330,Den svobodné čs. kultury v USA : Druhý sjezd SVU v New Yorku,,,1964,,literární druhy,referáty
331,Bohatý program publikační komise SVU /,"Pejskar, Jožka,",jn19990209641,1964,,literatura pro děti,zprávy
332,Dvě tradice české literatury /,"Duben, Vojtěch N.,",jk01023179,1964,"Wellek, René,",dějiny české literatury,recenze
333,Petr Bezruč a jeho staré Brno /,"Fanderlík, Velen,",jk01030744,1964,"Bezruč, Petr,",osobnosti,studie
334,Vyšel 3.díl Feierabendových pamětí /,"Bušek, Vratislav,",jk01020459,1964,"Feierabend, Ladislav Karel,",osobnosti,recenze
335,Dr. Jan Klecanda-Havlasa zemřel.,,,1964,"Havlasa, Jan,",osobnosti,zprávy
336,Německá spisovatelka o Mileně Jesenské /,"Vaněk, Miloš,",jk01141527,1964,"Buber-Neumann, Margarete,;Jesenská, Milena,",maďarská literatura;osobnosti,recenze
337,Josef Martínek - básník pouště /,"Martínek, Josef,",jk01080347,1964,"Martínek, Josef,",osobnosti,rozhovory
338,Ibn Músa /,"Drábek, Jaroslav,",jk01022933,1964,"Musil, Alois,",osobnosti,biografie
339,Básník E.J.Popera /,St.,,1964,"Popera, Emanuel Jindřich,",osobnosti,nekrology
340,Zemřel Emil Vachek /,"Dresler, Jaroslav,",jk01023057,1964,"Vachek, Emil,",osobnosti,nekrology
341,Země krvácela a my přísahali... /,"Vaněk, Vladimír,",jk01141543,1964,"Vaněk, Vladimír,",slovenská literatura;osobnosti,zprávy
342,Zpěvy z Modrých hor /,"Osman, Jan",,1964,"Zlámal, Miloslav,",osobnosti,recenze
343,Letošní kulturní úkoly exilu /,"Den, Petr,",jk01022204,1965,,exil;literatura,články
344,Pokřivený obraz dějin Prahy /,Historicus,,1965,"Borkovský, Ivan,",literatura,recenze
345,O výstavě knih exilového střediska Penklubu /,"Kratochvil, Antonín,",jk01062954,1965,,literární druhy,referáty
346,Protest exilového Penklubu /,-tk-,,1965,,literární druhy,zprávy
347,Melantrich ve službách národa : Na okraj jubilea našeho listu /,"Klátil, František,",jk01060303,1965,"Šalda, Jaroslav,",nakladatelství a vydavatelství;exilový tisk,články
348,Melantrich 1945-1948 /,"Osman, Jan",,1965,"Šalda, Jaroslav,;Firt, Julius,",,články
349,Deset let činnosti : Z jubilejní slavnosti našeho listu /,-red.,,1965,,exilový tisk;emigranti,referáty
350,Dar českým dětem v zahraničí - Čítanka /,"Vaněk, Vladimír,",jk01141543,1965,"Uhlířová, Jarmila,",dějiny české literatury,recenze
351,Morálka a policajti : K vypovězení Ginsberga /,"Dresler, Jaroslav,",jk01023057,1965,"Ginsberg, Allen,",česká literatura,komentáře
352,Napsal Petr Bezruč Slezské písně sám? /,"Fanderlík, Velen,",jk01030744,1965,"Bezruč, Petr,",osobnosti,studie
353,Světélko Petra Dena /,"Vaněk, Vladimír,",jk01141543,1965,"Den, Petr,",osobnosti,recenze
354,Ve vládě v exilu : Čtvrtý díl knihy dr. Ladislava K.Feierabenda /,"Bušek, Vratislav,",jk01020459,1965,"Feierabend, Ladislav Karel,",osobnosti,recenze
355,Znovu o Havlíčkovi : (Vysíláno rozhlasem Svobodné Evropy.) /,"Stránský, Jaroslav,",jk01121358,1965,"Havlíček Borovský, Karel,;Uhde, Milan,",osobnosti,polemiky
356,V sobě Letohrad : Nové dílo exilového básníka /,"Vaněk, Vladimír,",jk01141543,1965,"Jelínek, Ivan,",osobnosti,recenze
