title,author,author code,year,figures,description,genre,magazine
Písně stesku :,"Lexová, Radmila",jk01072002,1971,,osobnosti,česká poezie,
Psychogenes /,"Lidin, A.",jo2010589196,1974,"Řezáč, Tomáš",osobnosti,česká poezie,
Trpaslík na houpačce /,"Lidin, A.",jo2010589196,1973,"Řezáč, Tomáš",osobnosti,české prózy,
Generace /,Liehm,jk01072094,1988,"Novomeský, Ladislav;Krumbachová, Ester;Kundera, Milan;Škvorecký, Josef;Vaculík, Ludvík;Mucha, Jiří;Putík, Jaroslav;Tatarka, Dominik;Goldstücker, Eduard;Bednár, Alfonz;Čivrný, Lumír;Skácel, Jan;Karvaš, Peter;Klíma, Ivan;Havel, Václav;Kosík, Karel;Hostovský, Egon;Voskovec, Jiří;Sartre, Jean-Paul",česká literatura,rozhovory;předmluvy,
Příběhy Miloše Formana /,Liehm,jk01072094,1976,"Forman, Miloš",osobnosti,biografie,
Byty a prostory :,"Listopad, František",jk01072248,1958,,osobnosti,eseje,
"Černý bílý, nevím :","Listopad, František",jk01072248,1973,,osobnosti,česká poezie,
Nástroje paměti :,"Listopad, František",jk01072248,1982,,osobnosti,česká poezie;medailony,
Svoboda a jiné ovoce :,"Listopad, František",jk01072248,1956,,osobnosti,česká poezie,
Tristan čili zrada vzdělance /,"Listopad, František",jk01072248,1954,,literatura,eseje,
Umazané povídky :,"Listopad, František",jk01072248,1955,,osobnosti,české povídky,
Listy :,,,1983,,exilový tisk,bibliografie,
Listy :,,,1983,,exilový tisk,bibliografie,
Až nad oblaků lem /,"Liškutín, Miroslav Antonín",jn20000728372,1988,,osobnosti,paměti,
Ústup z Prahy :,"Lockhart, Robert Hamilton Bruce",jn20000720152,1952,,britská literatura,paměti,
Britský agent /,"Lockhart, Robert Hamilton Bruce",jn20000720152,1973,,britská literatura,paměti,
Jan Masaryk :,"Lockhart, Robert Hamilton Bruce",jn20000720152,1952,"Masaryk, Jan",literatura,paměti,
Československá legie v Itálii :,"Lokay, Miroslav",jn20000620202,1970,,literatura,paměti,
Bílý Tesák /,"London, Jack",jn19990005166,1975,,,americké romány,
Monolog o české zemi /,"Lorenz, Willy",xx0000091,1987,"Rilke, Rainer Maria;Masaryk, Tomáš Garrigue",česká literatura;kultura;literatura,stati;medailony;výbory;doslovy,
...domov můj :,"Lotar, Petr",jn20000710421,1981,,,paměti;české romány;německy psané romány;předmluvy,
"Země, kterou ukáži tobě /","Lotar, Petr",jn20000710421,1990,,,autobiografické romány;české romány;německy psané romány;předmluvy;medailony,
Luděk Stránský 1900-1950 :,,,1952,"Stránský, Luděk;Javor, Pavel;Bušek, Vratislav;Stern, Gustav;Havlíček, F. X.;Herben, Ivan;Rozehnal, Alois;Zenkl, Petr;Firt, Julius",osobnosti;novináři;čeští básníci,sborníky;vzpomínky,
O lásce se stálým zřetelem ke skutečnosti /,Lukáč,,1987,,literatura,eseje;úvahy,
Dita Saxová /,"Lustig, Arnošt",jk01072683,1982,,,české romány,
Miláček /,"Lustig, Arnošt",jk01072683,1973,,,české romány,
Ulice ztracených /,"Lustig, Arnošt",jk01072683,1973,,,výbory;české prózy;české romány;medailony,
Z deníku sedmnáctileté Perly Sch /,"Lustig, Arnošt",jk01072683,1979,,,české prózy,
Byl lásky čas /,"Mácha, Karel Hynek",jk01072915,1980,"Hamera, Oldřich",osobnosti,deníky;bibliofilie,
Máj. Necenzurovaný deník z roku 1835 /,"Mácha, Karel Hynek",jk01072915,1986,,osobnosti;čeští básníci,deníky;studie,
Cartesius /,"Mácha, Karel",jk01072913,1985,"Descartes, René",literatura,studie,
Druhá smrt :,"Mácha, Karel",jk01072913,1987,,,úvahy;eseje,
Philosophia perennis :,"Mácha, Karel",jk01072913,1982,"Kratochvil, Josef",osobnosti;filozofové,monografie;bibliografie,
Poučení z exilu /,"Machotka, Otakar",jk01073035,1952,,,eseje,
Náš Masaryk :,"Machotka, Otakar",jk01073035,1950,"Masaryk, Tomáš Garrigue",osobnosti,biografie,
Povídky exulantovy /,"Machotka, Otakar",jk01073035,1968,,,české povídky,
Kámen komediantů /,"Machulková, Inka",jk01073065,1979,,,česká poezie,
Pepa Maleček vypravuje :,"Maleček, Josef",xx0010740,1969,,osobnosti,biografie;poznámky,
Sobí barva stesku /,"Malendová, Jarmila",jk01073230,1980,,,česká poezie,
Žně :,"Malendová, Jarmila",jk01073230,1978,,,česká poezie;vzpomínky;glosy,
Celý tvůj /,"Maliński, Mieczysław",ola2004217006,1981,Jan Pave,,biografie,
Synové Gulagu /,"Maloumian, Armand",jn20000701132,1985,,,paměti;medailony;předmluvy,
Mamince /,,,1975,,lidová slovesnost;starší česká literatura,antologie;medailony,
Topůrko pro kata :,"Mandel‘štam, Osip Èmil‘jevič",jn19990210404,1979,,ruská literatura,česká poezie;výbory;medailony,
Konec naděje /,"Mandel‘štam, Nadežda Jakovlevna",jn19990210403,1975,"Mandel‘štam, Osip Èmil‘jevič",ruská literatura;ruští básníci,vzpomínky,
Dneska už se tomu směju /,"Mandlová, Adina",jk01080031,1976,,osobnosti,paměti;ediční poznámky,
"Vzpomínky. Terezín, Osvětim, Varšava, Dachau /","Mannheimer, Max",jn19990005366,1986,,,vzpomínky,
Nová naděje pro svět /,"Marcel, Gabriel",jn20000603889,1967,,literatura,výbory;studie;ediční poznámky,
Báje z Nového světa /,"Mareš, Stanislav",jk01080200,1975,,,česká poezie,
Integrální humanismus /,"Maritain, Jacques",skuk0000829,1967,,literatura,studie;bibliografie;medailony;doslovy,
Svatý Augustin /,"Marrou, Henri-Irénée",jn19990005422,1979,"Machilek, Franz;Steiner, Václav;Zlámal, Bohumil;Kadlec, Jaroslav",augustiniáni,biografie;sborníky,
Atomový věk :,"Martin, A. D.",jo2017944865,1956,"Bartušek, Antonín",,česká poezie,
Československá národní rada americká /,"Martínek, Josef",jk01080347,1962,,dějiny institucí a organizací,brožury,
Listy z deníku :,"Martínek, Josef",jk01080347,1964,,,česká poezie;medailony,
Masarykova smrt a nový protektorát /,"Martínek, Josef",jk01080347,1948,,,brožury,
"O holoubkovi, který se na všechno ptal :","Martínek, Josef",jk01080347,1966,,,české pohádky,
Poznámky kronikářovy /,Martínek,,1976,,,česká poezie,
Století Jednoty ČSA 1854-1954 :,"Martínek, Josef",jk01080347,1955,,dějiny institucí a organizací,brožury,
Verše ze zásuvky a verše zapomenuté /,"Martínek, Josef",jk01080347,1968,,,česká poezie;předmluvy;doslovy,
Songs of the Desert /,"Martínek, Josef",jk01080347,1963,"Martínek, Josef",,česká poezie;anglicky psaná poezie,
Linka číslo 2 :,"Martínek, Lubomír",jn99240000687,1986,,,české prózy,
Persona non grata /,"Martínek, Lubomír",jn99240000687,1988,,,české prózy,
Představení /,"Martínek, Lubomír",jn99240000687,1986,,,české prózy,
Tipp-ex fluid a jiné idiotexty /,"Martínek, Lubomír",jn99240000687,1987,,,české povídky,
Masarykova abeceda :,,,1976,"Masaryk, Tomáš Garrigue",,výbory;úryvky;stati,
Hudba ve Spillville /,"Masaryková, Alice G.",jk01080473,1963,"Dvořák, Antonín",,studie,
Dětství a mládí :,"Masaryková, Alice G.",jk01080473,1960,"Masaryk, Tomáš Garrigue",osobnosti,vzpomínky;předmluvy,
Dětství a mládí :,"Masaryková, Alice G.",jk01080473,1986,,osobnosti,vzpomínky,
Jak pracovat? :,"Masaryk, Tomáš Garrigue",jk01080472,1977,,literatura,přednášky;úvahy;výbory,
Jan Hus :,"Masaryk, Tomáš Garrigue",jk01080472,1979,"Hus, Jan",literatura,studie,
O bolševictví /,"Masaryk, Tomáš Garrigue",jk01080472,1981,,literatura,přednášky;předmluvy,
Fata morgana /,"Mastik, Chrysostom",jo2017940815,1964,,,česká poezie,
Pod lucernou Diogenovou :,"Mastik, Chrysostom",jo2017940815,1962,,,české prózy,
Víno Vesuvu /,"Mastik, Chrysostom",jo2017940815,1964,,,česká poezie,
Indiánské podletí :,"Mastik, Chrysostom",jo2017940815,1964,,,česká poezie,
Na křídlech Fenixových :,"Mastik, Chrysostom",jo2017940815,1964,,,česká poezie,
Podzim v mé štěpnici /,"Mastik, Chrysostom",jo2017940815,1962,,,česká poezie,
Matka :,,,1954,"Čech, Svatopluk;Kožíšek, Josef;Jesenská, Růžena;Erben, Karel Jaromír;Neruda, Jan;Sládek, Josef Václav;Dyk, Viktor;Březina, Otokar;Krčméry, Štefan;Kolman Cassius, Jaroslav;Čarek, Jan;Halas, František;Křička, Petr;Seifert, Jaroslav;Čep, Jan;Dratvová, Albína;Vrba, Jan",dějiny české literatury,antologie;česká poezie;české prózy;slovenské prózy;slovenská poezie,
Vzpomínky na boj za vědeckou pravdu :,"Matoušek, Ladislav",jk01080805,1958,,starší česká literatura,vzpomínky;články,
Domengo :,"Mazálková, Vojtěška",ola2006323601,1987,,osobnosti,české romány;biografie,
Psáno na buben /,Meců,xx0017567,1977,,osobnosti,česká poezie;medailony;poznámky,
Mohutný sen :,"Medek, Rudolf",jk01081030,1980,,,české romány;předmluvy,
Meditace věků /,,,1972,"Kratochvil, Josef",filozofie;filozové,sborníky;medailony;studie,
Kdo šílí? /,"Medvedev, Žores Aleksandrovič",jo20010087071,1973,,ruská literatura,vzpomínky,
Česká literatura 1785-1985 /,"Měšťan, Antonín",jk01081347,1987,,dějiny české literatury;česká literatura,encyklopedie,
Malá noční hudba /,"Měšťan, Jaromír",jk01081348,1954,,,česká poezie;poznámky,
Potměchuť svoboda :,"Měšťan, Jaromír",jk01081348,1962,,,česká poezie,
Sladká jako med :,"Měšťan, Jaromír",jk01081348,1955,,,česká poezie,
Útěk do Egypta :,"Měšťan, Jaromír",jk01081348,1957,,,česká poezie,
Zima v Alpách /,"Měšťan, Jaromír",jk01081348,1953,,,česká poezie,
Šebestián Kubínek :,"Michalčík, František",kpwa1721,1988,"Kubínek, Šebestián",osobnosti,biografie;předmluvy;dopisy,
Bubáci pro všední den /,"Michal, Karel",jk01081425,1981,,,české povídky;české prózy,
Rodný kraj /,"Michal, Karel",jk01081425,1977,,,české povídky;české prózy;medailony,
Widerstand oder Keine einfache Sache /,Michalov,,1975,,ruská literatura,ruské romány;německy psané romány,
Bloudil jsem cizinou :,"Mikula, Felix",jk01081607,1961,,,fejetony;črty;vzpomínky,
Řeč - dar Boží /,"Mikula, Felix",jk01081607,1976,,literatura,eseje,
The power of ideas /,"Mikula, Felix",jk01081607,1958,,literatura,eseje;biografické poznámky,
Záhada a tajemství /,"Mikula, Felix",jk01081607,1966,,literatura,eseje,
Agogh /,"Mikulášek, Oldřich",jk01081628,1980,,,česká poezie;medailony,
Milada Horáková :,,,1960,"Horáková, Milada;Zenkl, Petr;Pelantová, Růžena;Masaryková, Alice G.;Stránský, Jaroslav;Posse-Brázdová, Amelie;Feierabendová;Josková-Ursínyová;Klátil, František;Krajina, Vladimír;Ševčík, Josef;Heidrich, Arnošt;Kvapilová, Anna;Provazníková;Batková-Žáčková, Jaromíra;Uhlířová, Jarmila;Torn;Drábek, Jaroslav;Džbán;Lewis;Humphrey, Laurence;Němeček, Zdeněk",literatura,sborníky;vzpomínky;dokumenty;česká poezie,
Cesta k jednoduchosti /,"Jesenská, Milena",jk01051564,1982,"Kafka, Franz",,výbory;fejetony;studie,
Strop v arcibiskupském paláci /,"Miller, Arthur",jn19990005721,1989,,,americká dramata;doslovy,
Hymnus o Perle /,"Miłosz, Czesław",jn19990005739,1986,"Červenka, Miroslav",,polská poezie;doslovy,
Přímá Stezka :,"Minařík, Květoslav",jn19990209552,1988,,literatura,studie;medailony,
"Mír, mírové hnutí, křesťanská etika :",,,1984,"Škarvada, Jaroslav;Kolář, Petr;Hejl, Vilém;Rakušanová, Lída;Langer, Jaroslav;Sláma, Jiří;Prečan, Vilém;Pachman, Luděk;Mlynář, Zdeněk;Tigrid, Pavel;Bělohradský, Václav;Tomský, Alexander;Binar, Ivan;Horáček, Milan;Štefánek;Hampejs, Karel;Gruša, Jiří;Volný, Sláva",literatura,výbory;sborníky;přednášky,
Miss Rosie /,,,1986,"Bittner, Bartoš",starší česká literatura,výbory;dopisy;předmluvy;ediční poznámky,
Úřadovna banditů /,"Myagkov, Aleksei",jo2014821509,1981,,,vzpomínky;poznámky,
Cesta ke hvězdám a svobodě :,"Mlynárik, Ján",jn19990210437,1989,"Štefánik, Milan Rastislav",literatura,monografie;bibliografie;medailony,
Česká inteligencia Slovensku :,"Mlynárik, Ján",jn19990210437,1987,"Hálek, Ivan;Vlček, Jaroslav;Pražák, Albert;Votruba, František",literatura,monografie;studie;bibliografie;medailony,
Mráz přichází z Kremlu /,"Mlynář, Zdeněk",jk01081920,1978,,literatura,vzpomínky,
Súdruh Münchhausen /,"Mňačko, Ladislav",jn19990210438,1972,,,slovenské romány;medailony,
Tábor na Alligator River /,"Moc, Stanislav",jk01081932,1979,,,české romány;poznámky,
Údolí nočních papoušků /,"Moc, Stanislav",jk01081932,1984,,,české romány,
Karel Havlíček Borovský po sto letech :,"Mokrý, Adolf",xx0056432,1956,"Havlíček Borovský, Karel",osobnosti,biografie,
První kroky :,"Mokrý, Adolf",xx0056432,1957,,literatura,studie,
C. k. disident Karel Havlíček :,"Morava, Jiří",jk01082028,1986,"Havlíček Borovský, Karel",starší česká literatura;exil;osobnosti,biografie,
Elegie na Jeana Gabina /,"Morava, Jiří",jk01082028,1979,,,česká poezie,
Exilová léta Karla Havlíčka Borovského /,"Morava, Jiří",jk01082028,1981,"Havlíček Borovský, Karel",starší česká literatura;osobnosti,monografie;poznámky;medailony;bibliografie,
"Špión, jemuž nevěřili /",Moravec,,1977,,,paměti;předmluvy;poznámky,
"Špión, jemuž nevěřili /",Moravec,,1987,,,paměti,
Motáky z Ruzyně /,,,1973,,literatura,zápisky;dopisy;předmluvy,
Čtyři cesty /,"Mrázek, Jiří",jo20010088861,1985,,literatura,studie,
Hovory na nemocničním lůžku :,"Mrázek, Jiří",jo20010088861,1983,,osobnosti,vzpomínky,
Nebezpečná sezóna /,Musil,,1976,,,české romány,
Cestou pohádky ke štěstí /,"Musilová, Vilma",jk01082541,1985,,osobnosti,české pohádky,
Na střepech volnosti :,,,1989,"Hořec, Jaromír;Andrenik, Ivan;Bondy, Egon;Burian, Petr;Červenka, Miroslav;Čivrný, Lumír;Grögerová, Bohumila;Hauková, Jiřina;Hejda, Zbyněk;Hiršal, Josef;Hořec, Jaromír;Janský, Pavel;Jirásek, Jiří;Jirec;Jirous, Ivan Martin;Jirousová, Věra;Juliš, Emil;Kabeš, Petr;Koňák, Zdeněk;Kostohryz, Josef;Kotrlá, Iva;Krchovský, J. H.;Kriseová, Eda;Kuběna, Jiří;Maralík, Milan;Marečková, Lenka;Merth, František Daniel;Mlejnek, Josef;Novák, Jan;Novák, Ladislav;Plíšková, Naděžda;Ptáček;Rožek, Ivo;Rotrekl, Zdeněk;Řezníček, Pavel;Slavík, Ivan;Stankovič, Andrej;Svobodová, Nina;Šavrda, Jaromír;Šiktanc, Karel;Topol, Jáchym;Valachová, Marie;Vokolek, Vladimír;Wágnerová, Anna;Wernisch, Ivan;Placák, Petr",pseudonymy;česká literatura,almanachy;česká poezie;poznámky;doslovy,
Na západ je cesta dlouhá :,,,1980,,,články;reportáže,
Naardenské hnutí :,,,1970,"Stárková, Věra;Lang, Jan;Svoboda;Vidra, Emil;Bělehrádek, Jan",literatura,sborníky;dokumenty;stati,
Nachtrag zum Katalog 1961 des Bohemia-Archivs :,,,1962,,exilový tisk;exilová literatura,bibliografie;soupisy;předmluvy,
Vůle k noci /,"Nápravník, Milan",jk01082697,1988,,,česká poezie;medailony,
Naše hlasy :,,,1974,,česká literatura,brožury,
Naše písně :,,,1974,,starší česká literatura,zpěvníky,
Já jsem já /,Navrátilová,,1985,,,vzpomínky;paměti,
Babička :,"Němcová, Božena",jk01083016,1952,,,české prózy;doslovy,
Babička /,"Němcová, Božena",jk01083016,1982,Lešika,,české prózy;dopisy;doslovy,
S hlavou na čepici :,Němeček,mzk2007424201,1986,,,české romány;satirické romány,
Bloudění v exilu /,"Němeček, Zdeněk",jk01083150,1958,,,české prózy;předmluvy,
Ďábel mluví španělsky /,"Němeček, Zdeněk",jk01083150,1974,,,české romány;medailony,
Stín a jiné povídky /,"Němeček, Zdeněk",jk01083150,1957,,,české povídky;předmluvy,
Tvrdá země /,"Němeček, Zdeněk",jk01083150,1954,,,české romány,
Ať se holka vopře /,"Němec, František",jk01083051,1984,,,výbory;soudničky;předmluvy,
Anežka Česká :,Němec,,1987,"Vyskočil, Jan Kapistrán",starší česká literatura;literatura,studie;legendy,
Rozvoj duchovních řádů v českých zemích /,"Němec, Jaroslav",,1988,,literatura,monografie;dokumenty,
Ořechov u Uherského Hradiště :,"Němec, Jaroslav",,1972,,literatura,monografie;bibliografie,
Kult sv. Judy Tadeáše v Československé republice :,"Němec, Ludvík",jk01083090,1955,,literatura,studie,
Romance štědrovečerní /,"Neruda, Jan",jk01083209,1952,,,česká poezie,
Výbor z básní /,"Neruda, Jan",jk01083209,1960,,,výbory;česká poezie,
Revoluce na objednávku /,"Netík, Jaromír",jn19990209584,1982,,literatura,monografie,
Apokalyptický deník /,"Neuwirth, Vladimír",jn19990201040,1976,,osobnosti,výbory;deníky;úvody,
Víra a základy křesťanské kultury :,"Neuwirth, Vladimír",jn19990201040,1976,,baroko;dějiny české literatury;literatura,studie,
Kamenné chůvy /,"Neveršilová, Olga",jk01090125,1989,,,česká poezie;medailony,
Lahvová pošta /,"Neveršilová, Olga",jk01090125,1980,,,česká poezie,
Vzápětí /,"Neveršilová, Olga",jk01090125,1981,,,česká poezie;medailony,
Neviditelný domov :,,,1954,"Blatný, Ivan;Brušák, Karel;Dresler, Jaroslav;Javor, Pavel;Jelínek, Ivan;Michl, Václav;Kárnet, Jiří;Lederer, Josef;Kovárna, František;Lederer, Zdeněk;Listopad, František;Měšťan, Jaromír;Součková, Milada;Tůma, Mirko;Tumlíř, Jan Vladimír",česká literatura,antologie,
Nečasové úvahy /,"Nietzsche, Friedrich",jn19990006124,1988,,literatura,stati;eseje;ediční poznámky,
Miliónový jeep /,"Novák, Jan",jn19990209593,1989,,,anglicky psané romány;české romány;doslovy,
Striptease Chicago /,"Novák, Jan",jn19990209593,1983,,,české povídky,
Nevina aneb Vražda v Příkré ulici /,Nováková,,1985,,,české prózy,
Ve staropražské zeleni /,"Novotný, Antonín",jk01090637,1981,,,výbory;stati;místopis,
Nový zákon /,,,1969,,,příběhy;předmluvy;úvody,
Novým světem :,,,1967,,,cestopisy,
O svobodě a moci :,,,1980,"Havel, Václav;Battěk, Rudolf;Benda, Václav;Černý, Václav;Dienstbier, Jiří;Dobrovský, Luboš;Hájek, Jiří;Hejdánek, Ladislav;Kusý, Miroslav;Mlynář, Zdeněk;Němec, Jiří;Pithart, Petr;Ruml, Jiří;Trojan, Jakub S.;Uhl, Petr;Vohryzek, Josef;Vokatý, Zdeněk;Jirous, Ivan Martin;Zvěřina, Josef",politika;undergroundová kultura;literatura;česká literatura,sborníky,
Obnova.,,,1977,"Kučera, Milan;Lotar, Petr;Pitter, Přemysl",literatura,sborníky;stati;česká poezie,
Sůl země a blbá ovce aneb Můj šílený život s dědečkem /,"Ochová, Sheila",jk01090998,1975,,,české novely,
Ochránci Evropy /,,,1981,Konstantin;Metoděj,starší česká literatura,biografie;dokumenty,
Čtení k vánocům 1952 /,"Odložilík, Otakar",jk01090958,1952,,dějiny české literatury,brožury,
Dni malých začátků /,"Odložilík, Otakar",jk01090958,1954,,literatura,eseje,
Hrst perel :,"Odložilík, Otakar",jk01090958,1952,,dějiny české literatury,výbory;česká poezie,
Jan Hus /,"Odložilík, Otakar",jk01090958,1953,"Hus, Jan",osobnosti,brožury;předmluvy,
Jednota bratrská a reformovaní francouzského jazyka /,"Odložilík, Otakar",jk01090958,1964,,literatura,studie,
Kytice z českého kvítí :,"Odložilík, Otakar",jk01090958,1950,,dějiny české literatury,výbory,
Listy z dějin rodného kraje /,"Odložilík, Otakar",jk01090958,1954,,,eseje,
Miláček lidu svého /,"Odložilík, Otakar",jk01090958,1955,"Světlá, Karolina",,biografie;studie,
Nedejme se /,"Odložilík, Otakar",jk01090958,1960,"Rieger, František Ladislav",,studie;úryvky;stati,
Obrázky z dvou světů /,"Odložilík, Otakar",jk01090958,1958,"Cather, Willa Sibert",osobnosti,cestopisy;črty;předmluvy;bibliografie,
"Pocta Adamu Mickiewiczovi, básníkovi a věštci, 1855-1955 /","Odložilík, Otakar",jk01090958,1954,"Mickiewicz, Adam",,eseje,
Před třemi sty lety /,"Odložilík, Otakar",jk01090958,1958,"Komenský, Jan Amos",osobnosti,biografie;studie,
T.G. Masaryk :,"Odložilík, Otakar",jk01090958,1950,"Masaryk, Tomáš Garrigue",osobnosti,biografie,
Vánoce v Praze /,"Odložilík, Otakar",jk01090958,1955,,,brožury,
Vzpomínky a ohlasy /,"Odložilík, Otakar",jk01090958,1962,"Zeyer, Julius;Vrchlický, Jaroslav;Dyk, Viktor;Lauermannová-Mikschová, Anna",dějiny české literatury,stati;předmluvy,
Obrazy /,"Opasek, Anastáz",jk01091154,1974,,,česká poezie,
Podvečerní hudba /,"Opasek, Anastáz",jk01091154,1979,,,česká poezie,
Slova a slovo. Wörter und das Wort :,"Opasek, Anastáz",jk01091154,1987,,,česká poezie,
Vypráhlá krajina /,"Opasek, Anastáz",jk01091154,1980,,,česká poezie;medailony;doslovy,
Zwei mal zwölf Gedichte :,"Opasek, Anastáz",jk01091154,1983,,,česká poezie,
Život upřen do Středu /,"Opasek, Anastáz",jk01091154,1978,,,česká poezie;doslovy,
Filozof a politik Tomáš Garrigue Masaryk :,"Opat, Jaroslav",jk01091156,1987,"Masaryk, Tomáš Garrigue",osobnosti,monografie;bibliografie,
Elegie. Elegies /,"Orten, Jiří",jk01091274,1980,,,česká poezie;předmluvy,
Zvířecí statek /,"Orwell, George",jn19981001921,1981,,,anglické romány,
1984 /,"Orwell, George",jn19981001921,1984,,,anglické romány;doslovy,
Osmdesát let Československé sociální demokracie 1878-1958 /,,,1958,"Ješina, Čestmír;Rudolfer;Macek, Josef;Lorian;Holub, Václav;Majer, Václav;Bernard, Vilém;Jírava;Martínek, Josef;Jíra, Jaroslav;Brügel, Johann Wolfgang;Bartoň;Vaněk, Miloš",literatura,sborníky;doslovy,
Československý problém /,"Ostrý, Antonín",jo2008446826,1972,"Šamalík, František",literatura,monografie;doslovy,
Otec vlasti :,,,1980,"Kare;Kalista, Zdeněk;Jensen-Rádlová, Marie;Karasová;Šubert",starší česká literatura;literatura,sborníky,
Šmírbuch jazyka českého /,"Ouředník, Patrik",jn99240000828,1989,,dějiny české literatury,slovníky,
Boha nelze vyhnat :,"Pachman, Luděk",jk01091499,1975,,literatura,eseje;doslovy,
Jak to bylo :,"Pachman, Luděk",jk01091499,1974,,osobnosti,vzpomínky,
Padesát let Egona Hostovského /,,,1958,"Weiner, Richard;Pistorius, Jiří;Kafka, Franz;Stevenson, Robert Louis;Martinů, Bohuslav;Greene, Graham;Čep, Jan;Hindus, Maurice Gerschon;Odložilík, Otakar;Neuhard, Else Westh;Giusti, Wolfango;Mumford, Lewis;Šíma, Josef;Tureček;Dostojevskij, Fedor Michajlovič;Hagerupová;Tumlíř, Jan Vladimír;Norretranders;Frank, Waldo David;Hoel, Sigurd",osobnosti,sborníky;studie;stati;vzpomínky;dopisy;medailony;bibliografie;biografické poznámky,
Padesát let :,,,1968,"Odložilík, Otakar;Wellek, René;Čapek, Milíč;Novotná;Herben, Ivan;Macek, Josef;Martínek, Josef;Den, Petr;Javor, Pavel;Bušek, Vratislav;Schwarzenberg;Jirák, Karel Boleslav;Urzidil, Johannes;Reichl, Jaroslav;Brom, Ladislav;Kučera;Schwarzenberg, František",literatura,sborníky;vzpomínky;stati;biografické poznámky,
Svědek z cely číslo 13 :,Pagáč,,1979,Laušma,,vzpomínky;doslovy,
Čas výchovy /,"Palouš, Radim",jk01091617,1987,,literatura,stati;ediční poznámky,
Památník 11. sletu všesokolského v Praze 1948.,,,1967,,literatura,brožury,
Atentát na Heydricha /,"Pannwitz, Heinz",mzk2009534961,1985,,literatura,dokumenty;předmluvy;poznámky,
Básně doktora Živaga /,"Pasternak, Boris Leonidovič",jn19990210479,1959,,,ruská poezie,
Doktor Živago :,"Pasternak, Boris Leonidovič",jn19990210479,1958,,,synopse;ruské romány,
Emauzy /,"Pastor, Jan",jo2007267094,1979,"Drozd, Jan",,české romány,
Odsuďte je k životu :,"Pašek, Petr",jk01091850,1976,"Přikryl, Vladimír",osobnosti,vzpomínky;doslovy;úryvky;eseje,
Tokio volá Honolulu :,"Pašek, Petr",jk01091850,1975,,osobnosti,literatura faktu,
Dvě studie o Masarykovi /,"Patočka, Jan",jk01091914,1980,"Masaryk, Tomáš Garrigue",osobnosti,studie;předmluvy,
Kacířské eseje o filozofii dějin /,"Patočka, Jan",jk01091914,1980,,literatura,eseje,
O smysl dneška :,"Patočka, Jan",jk01091914,1987,,literatura,studie;doslovy;bibliografie,
Člověk a demokracie /,"Pavan, Pietro",jn19992000843,1967,,literatura,studie,
Dvacet let svobody /,"Pecháček, Jaroslav",jn19990216135,1988,"Masaryk, Tomáš Garrigue;Štefánik, Milan Rastislav;Beneš, Edvard",osobnosti,vzpomínky;doslovy;bibliografie,
"Masaryk, Beneš, Hrad :","Pecháček, Jaroslav",jn19990216135,1984,"Masaryk, Tomáš Garrigue;Beneš, Edvard",osobnosti,korespondence,
Člověk :,"Pecka, Dominik",jk01092231,1970,,literatura,monografie,
Josef Florian /,"Pecka, Dominik",jk01092231,1976,"Florian, Josef",česká literatura,studie,
Malostranské humoresky /,"Pecka, Karel",jk01092241,1985,,,české povídky,
Motáky nezvěstnému /,"Pecka, Karel",jk01092241,1980,,,české romány;předmluvy,
Na co umírají muži /,"Pecka, Karel",jk01092241,1976,,,české povídky,
Pasáž /,"Pecka, Karel",jk01092241,1976,,,české novely,
Štěpení :,"Pecka, Karel",jk01092241,1974,,,české romány,
Poslední pocta :,"Pejskar, Jožka",jn19990209641,1982,,dějiny české literatury;exil;literatura,vzpomínky;medailony;dokumenty;předmluvy,
Poslední pocta :,"Pejskar, Jožka",jn19990209641,1986,"Löwenbach, Jan;Snížek, Jan;Blažek, Vratislav;Brom, Ladislav;Kodíček, Josef;Válek, Jaroslav;Voskovec, Jiří;Kovárna, František;Herben, Ivan;Klátil, František;Lederer, Zdeněk;Firt, Julius;Popera, Emanuel Jindřich;Strakoš, Jan",dějiny české literatury;exil;literatura,almanachy;biografie;bibliografie;úryvky;předmluvy;doslovy,
Poslední pocta :,"Pejskar, Jožka",jn19990209641,1989,,dějiny české literatury;exil;literatura,almanachy;biografie;bibliografie;úryvky;výbory;recenze;předmluvy;doslovy,
Pronásledovaní vlastenci :,"Pejskar, Jožka",jn19990209641,1987,,literatura,monografie,
Útěky železnou oponou /,"Pejskar, Jožka",jn19990209641,1989,"Drábek, Jaroslav;Drábek, Jaroslav;Kohout, Jára;Ulč, Ota;Kubešová, Blanka;Rambousek, Ota",literatura,sborníky;stati;vzpomínky,
Péra a perutě /,"Pekárková, Iva",jn19990218083,1989,,,české romány,
Bílá Hora /,"Pekař, Josef",jk01092389,1986,,literatura,monografie,
O smyslu českých dějin /,"Pekař, Josef",jk01092389,1977,,literatura,výbory;studie,
... a bude hůř :,"Pelc, Jan",jn99240000862,1985,,,české romány,
Imaginární svět /,"Pelc, Jan",jn99240000862,1983,,,česká poezie,
Parašutisté v akci :,"Pelc, Oldřich",xx0184662,1987,,,vzpomínky;úvahy;předmluvy;medailony;ediční poznámky,
Peníz exulantův :,,,1956,"Čep, Jan;Dresler, Jaroslav;Kovárna, František;Kovtun, Jiří;Listopad, František;Němeček, Zdeněk;Peroutka, Ferdinand;Štědrý, Vladimír;Tumlíř, Jan Vladimír",česká literatura,antologie,
